Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,19275.32,22043.44,26179.47,31279.47,35803.69,35278.65,27828.6,36859.5,44715.0,41672.7,IDEA
Raw Material Cost,,,,,,,,3.6,0.3,,IDEA
Change in Inventory,,,,,,,,,,,IDEA
Power and Fuel,1587.79,1881.31,2283.68,2447.97,2517.66,3009.1,2976.6,5759.4,6158.0,5572.8,IDEA
Other Mfr. Exp,10449.34,11880.24,14463.0,16711.18,18681.55,18792.95,16246.7,22555.5,19042.3,15788.7,IDEA
Employee Cost,858.94,1003.96,1161.15,1384.0,1488.84,1626.04,1397.2,2121.8,1973.6,1859.1,IDEA
Selling and admin,1990.25,1992.8,745.36,792.03,843.57,1362.83,1202.0,1590.2,1511.3,916.4,IDEA
Other Expenses,119.11,156.71,228.52,252.41,359.49,411.51,343.2,879.7,1412.1,1107.2,IDEA
Other Income,35.87,106.94,222.14,448.81,183.72,212.1,621.4,2320.0,-37638.1,-21845.2,IDEA
Depreciation,2562.77,3054.36,4093.24,4855.01,6223.23,7700.02,8314.8,14409.8,23888.8,22906.2,IDEA
Interest,900.73,892.36,821.37,946.6,1802.22,4007.31,4930.3,9551.0,15377.2,17991.6,IDEA
Profit before tax,842.26,1288.64,2605.29,4339.08,4070.85,-1419.01,-6960.8,-17691.5,-62286.7,-46314.5,IDEA
Tax,265.72,470.38,915.97,1529.25,1424.56,-587.93,-2502.5,-3636.2,10844.8,-20.8,IDEA
Net profit,576.54,818.26,1689.31,2809.84,2646.29,-831.08,-4458.3,-14055.3,-73131.5,-46293.7,IDEA
