Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,15.13,15.13,22.7,22.7,22.7,22.7,22.7,45.39,45.32,44.45,EMAMILTD
Reserves,682.12,762.18,906.0,1189.46,1536.64,1689.86,1948.54,2019.01,1756.68,1714.88,EMAMILTD
Borrowings,155.11,72.37,31.36,24.03,660.0,434.7,279.37,54.34,158.25,46.53,EMAMILTD
Other Liabilities,305.13,302.3,300.41,319.68,312.32,293.71,347.27,464.3,474.53,498.23,EMAMILTD
Total,1157.49,1151.98,1260.47,1555.87,2531.66,2440.97,2597.88,2583.04,2434.78,2304.09,EMAMILTD
Net Block,401.0,374.5,373.65,423.95,1893.83,1952.38,1763.35,1643.35,1422.08,1099.66,EMAMILTD
Capital Work in Progress,65.63,44.11,8.44,24.97,60.25,19.94,30.02,36.33,8.05,6.32,EMAMILTD
Investments,80.8,163.58,296.31,501.73,95.1,128.15,315.32,187.03,160.96,264.32,EMAMILTD
Other Assets,610.06,569.79,582.07,605.22,482.48,340.5,489.19,716.33,843.69,933.79,EMAMILTD
Total,1157.49,1151.98,1260.47,1555.87,2531.66,2440.97,2597.88,2583.04,2434.78,2304.09,EMAMILTD
Receivables,78.93,80.48,75.22,56.0,52.74,34.13,70.03,142.25,181.69,99.72,EMAMILTD
Inventory,109.41,112.26,136.62,118.45,143.14,169.2,183.85,213.54,225.89,269.25,EMAMILTD
Cash & Bank,272.48,279.09,264.84,326.09,72.56,8.53,21.55,110.67,57.3,307.93,EMAMILTD
No. of Equity Shares,151311746.0,151311746.0,226967619.0,226967619.0,226967619.0,226967619.0,226967619.0,453935238.0,453180768.0,444513740.0,EMAMILTD
New Bonus Shares,,,,,,,,226967619.0,226967619.0,226967619.0,EMAMILTD
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,EMAMILTD
