Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1131.3,1522.98,1191.3,1421.26,1271.72,1299.46,1379.29,1443.35,1691.96,1818.62,THANGAMAYL
Raw Material Cost,1129.24,1436.57,984.15,1328.75,1163.35,1206.56,1408.48,1321.53,1531.3,1684.57,THANGAMAYL
Change in Inventory,153.99,81.66,-121.22,-31.59,-12.19,21.38,168.65,31.26,49.89,91.77,THANGAMAYL
Power and Fuel,1.92,3.74,3.91,2.85,2.92,3.07,3.49,3.77,4.15,2.46,THANGAMAYL
Other Mfr. Exp,5.17,4.81,8.78,9.31,6.05,11.28,13.38,13.03,15.8,18.76,THANGAMAYL
Employee Cost,13.53,21.82,17.75,21.35,24.28,26.29,31.98,35.39,42.25,33.3,THANGAMAYL
Selling and admin,17.23,54.23,40.09,24.37,19.32,24.44,29.72,29.01,29.78,27.93,THANGAMAYL
Other Expenses,0.45,0.62,0.63,0.19,0.39,0.75,1.55,1.28,20.85,-3.66,THANGAMAYL
Other Income,0.32,1.81,4.81,1.57,2.76,1.13,1.55,2.87,3.03,2.32,THANGAMAYL
Depreciation,2.24,4.59,5.65,8.26,8.15,9.43,8.17,7.59,10.19,9.47,THANGAMAYL
Interest,28.48,37.02,34.7,29.14,23.64,20.84,18.79,20.34,21.15,22.91,THANGAMAYL
Profit before tax,87.35,43.05,-20.77,-32.98,14.19,19.31,33.93,45.54,69.41,116.97,THANGAMAYL
Tax,28.29,13.42,-8.2,-10.7,3.66,5.33,11.06,15.28,23.76,30.39,THANGAMAYL
Net profit,59.06,29.63,-12.57,-22.28,10.53,13.97,22.87,30.26,45.66,86.58,THANGAMAYL
