Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1.56,3.94,4.52,6.52,4.55,4.49,6.63,2.95,2.75,15.03,LFIC
Raw Material Cost,,2.56,1.01,,,,,,,,LFIC
Change in Inventory,,0.75,-0.75,,,,,,,,LFIC
Power and Fuel,,,,,,,,,,,LFIC
Other Mfr. Exp,,0.02,0.03,0.01,,0.02,0.04,2.01,10.96,,LFIC
Employee Cost,0.52,0.53,0.57,0.73,0.82,0.93,1.27,1.11,1.21,1.17,LFIC
Selling and admin,0.2,0.23,0.2,0.24,0.23,0.23,0.23,0.17,0.14,0.12,LFIC
Other Expenses,0.86,1.09,0.81,0.12,0.05,0.06,0.32,0.05,0.05,0.08,LFIC
Other Income,0.22,0.29,0.28,0.36,0.38,,0.02,0.55,0.56,0.47,LFIC
Depreciation,0.09,0.09,0.08,0.07,0.07,0.06,0.05,0.14,0.13,0.13,LFIC
Interest,,,,0.04,,,,0.03,0.02,0.01,LFIC
Profit before tax,0.11,0.46,1.35,5.67,3.76,3.19,4.74,-0.01,-9.2,13.99,LFIC
Tax,-0.01,,,0.67,0.13,0.04,0.12,-0.64,-2.62,4.84,LFIC
Net profit,0.11,0.46,1.35,5.0,3.63,3.15,4.62,0.62,-6.59,9.15,LFIC
