Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,6.63,6.63,6.63,19.9,29.84,29.84,29.84,29.84,29.84,29.84,KOTHARIPRO
Reserves,631.31,674.87,703.2,721.65,740.64,794.37,837.07,843.28,873.71,868.64,KOTHARIPRO
Borrowings,114.87,188.95,113.1,123.05,49.49,110.28,329.21,728.1,701.61,602.91,KOTHARIPRO
Other Liabilities,2228.33,2364.57,2361.73,3014.98,2695.27,1959.53,1427.24,390.75,44.54,84.5,KOTHARIPRO
Total,2981.14,3235.02,3184.66,3879.58,3515.24,2894.02,2623.36,1991.97,1649.7,1585.89,KOTHARIPRO
Net Block,12.73,22.72,25.18,23.97,10.86,31.87,38.93,42.93,44.61,43.17,KOTHARIPRO
Capital Work in Progress,8.04,,,,,,,1.46,,,KOTHARIPRO
Investments,186.41,1398.78,1513.86,1570.25,1371.44,461.67,569.57,263.89,236.76,227.71,KOTHARIPRO
Other Assets,2773.96,1813.52,1645.62,2285.36,2132.94,2400.48,2014.86,1683.69,1368.33,1315.01,KOTHARIPRO
Total,2981.14,3235.02,3184.66,3879.58,3515.24,2894.02,2623.36,1991.97,1649.7,1585.89,KOTHARIPRO
Receivables,1085.44,1227.99,1240.19,1808.53,1756.8,1082.98,1125.7,1311.0,1012.2,1155.63,KOTHARIPRO
Inventory,105.64,72.88,79.12,68.13,76.25,45.48,43.08,16.49,5.91,0.29,KOTHARIPRO
Cash & Bank,1288.2,162.15,63.33,38.13,50.69,162.97,88.93,81.96,28.23,43.19,KOTHARIPRO
No. of Equity Shares,6631970.0,6631970.0,6631970.0,19895910.0,29843865.0,29843865.0,29843865.0,29843865.0,29843865.0,29843865.0,KOTHARIPRO
New Bonus Shares,,,,13263940.0,,,,,,,KOTHARIPRO
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,KOTHARIPRO
