Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,244.24,273.9,308.79,339.47,314.88,303.19,299.45,356.96,348.62,279.52,GRPLTD
Raw Material Cost,109.89,132.61,146.4,177.71,148.99,143.09,134.22,172.02,175.19,133.87,GRPLTD
Change in Inventory,3.74,4.75,1.17,-0.15,-0.3,4.43,-3.83,0.09,3.18,-2.29,GRPLTD
Power and Fuel,29.72,41.35,42.7,45.22,42.45,41.42,41.93,49.56,47.69,37.85,GRPLTD
Other Mfr. Exp,13.52,14.56,15.02,15.9,16.12,17.66,18.48,21.48,20.46,16.02,GRPLTD
Employee Cost,24.94,31.22,35.79,43.61,49.34,53.2,52.09,58.49,60.52,48.59,GRPLTD
Selling and admin,24.42,25.86,32.25,32.51,27.2,24.32,27.59,32.42,34.55,25.36,GRPLTD
Other Expenses,0.92,1.49,1.8,1.94,1.5,1.26,2.15,-2.11,-5.31,-1.2,GRPLTD
Other Income,4.77,2.69,1.17,8.27,0.06,2.98,0.97,0.66,0.67,1.82,GRPLTD
Depreciation,6.87,10.16,12.44,14.72,14.01,13.93,13.36,12.96,13.49,12.53,GRPLTD
Interest,4.03,6.39,6.96,4.96,4.46,3.71,4.3,4.65,8.13,5.35,GRPLTD
Profit before tax,38.44,17.7,17.77,11.02,10.57,12.01,2.47,8.24,-2.25,0.68,GRPLTD
Tax,12.72,6.0,6.94,2.15,2.56,3.72,1.49,1.86,-5.25,-0.96,GRPLTD
Net profit,25.72,11.71,10.83,8.87,8.02,8.29,0.98,6.38,3.0,1.64,GRPLTD
