Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,22.89,17.83,2.67,2.29,2.1,0.98,1.43,2.47,0.31,0.28,SASTASUNDR
Raw Material Cost,,,,,,,,,,,SASTASUNDR
Change in Inventory,,,,,,,,,,,SASTASUNDR
Power and Fuel,,,,,,0.03,0.06,0.02,0.01,0.01,SASTASUNDR
Other Mfr. Exp,0.05,0.03,0.03,0.03,0.04,0.05,0.14,0.1,0.08,0.07,SASTASUNDR
Employee Cost,1.04,1.82,1.32,1.42,1.33,0.86,0.87,0.86,0.49,0.41,SASTASUNDR
Selling and admin,1.11,1.16,0.74,0.51,0.6,0.79,0.77,0.86,0.69,0.41,SASTASUNDR
Other Expenses,0.45,1.52,0.05,0.04,0.03,0.04,0.06,0.04,0.06,,SASTASUNDR
Other Income,-0.01,0.07,0.09,0.16,-2.26,-1.34,14.0,0.22,1.87,0.68,SASTASUNDR
Depreciation,4.41,0.39,0.36,0.41,0.34,0.27,0.23,0.21,0.18,0.17,SASTASUNDR
Interest,,0.07,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.03,SASTASUNDR
Profit before tax,15.82,12.91,0.24,0.02,-2.52,-2.43,13.28,0.58,0.64,-0.14,SASTASUNDR
Tax,4.91,3.16,-0.34,-1.04,-0.45,,1.97,0.23,,,SASTASUNDR
Net profit,10.91,9.76,0.59,1.05,-2.07,-2.44,11.32,0.36,0.64,-0.14,SASTASUNDR
