Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,25.94,28.85,35.47,41.3,42.6,40.94,43.63,47.94,60.77,84.87,SHIVALIK
Raw Material Cost,17.99,18.99,24.69,28.07,25.95,23.47,26.58,28.51,35.22,37.14,SHIVALIK
Change in Inventory,0.76,-0.56,-0.32,0.06,0.02,0.21,0.21,0.68,0.51,-0.29,SHIVALIK
Power and Fuel,2.2,1.79,2.19,2.86,3.03,3.16,2.81,3.09,4.12,4.71,SHIVALIK
Other Mfr. Exp,1.17,1.66,1.82,2.7,2.49,2.16,1.83,2.48,2.63,6.15,SHIVALIK
Employee Cost,1.82,2.08,2.29,2.49,3.08,2.97,2.83,5.06,6.81,12.18,SHIVALIK
Selling and admin,2.01,2.18,1.92,2.32,3.12,2.31,2.21,2.84,2.3,3.56,SHIVALIK
Other Expenses,0.02,0.08,0.17,0.09,0.09,0.31,0.28,0.39,0.74,2.09,SHIVALIK
Other Income,0.23,0.3,0.13,0.41,0.56,0.52,0.72,4.34,1.2,0.38,SHIVALIK
Depreciation,0.14,0.15,0.14,0.18,0.38,0.38,0.34,0.82,1.01,6.06,SHIVALIK
Interest,0.32,0.31,0.27,0.34,1.05,1.97,1.31,1.13,0.94,0.53,SHIVALIK
Profit before tax,1.26,1.35,1.79,2.72,3.99,4.94,6.37,8.64,8.71,12.54,SHIVALIK
Tax,0.39,0.43,0.61,0.91,1.32,1.64,1.24,-0.27,-0.04,-0.14,SHIVALIK
Net profit,0.87,0.93,1.18,1.81,2.67,3.3,5.13,8.91,8.75,12.68,SHIVALIK
