Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,28.98,87.28,167.03,155.74,161.28,181.02,78.26,182.87,76.81,252.96,SPARC
Raw Material Cost,7.42,9.31,8.01,10.1,18.87,25.16,26.81,12.53,23.93,18.18,SPARC
Change in Inventory,,,,,,,,,,,SPARC
Power and Fuel,3.34,3.85,3.95,4.78,4.49,4.67,4.93,5.08,5.14,4.6,SPARC
Other Mfr. Exp,5.34,6.57,8.44,119.18,127.48,144.88,126.22,157.99,10.59,12.82,SPARC
Employee Cost,30.43,36.55,40.4,45.79,56.6,84.3,100.92,81.06,93.09,91.59,SPARC
Selling and admin,51.55,46.22,71.45,8.04,11.96,39.64,59.94,68.7,247.28,257.28,SPARC
Other Expenses,0.82,1.55,1.26,2.92,4.94,4.91,2.03,8.81,6.79,3.47,SPARC
Other Income,1.12,1.62,9.98,3.01,2.81,13.56,53.9,13.51,9.76,5.41,SPARC
Depreciation,3.16,3.4,3.57,7.24,7.58,8.24,8.18,7.55,9.48,10.92,SPARC
Interest,0.27,3.95,5.6,0.22,2.16,1.82,0.12,0.09,2.67,10.65,SPARC
Profit before tax,-72.23,-22.5,34.33,-39.52,-69.99,-119.04,-196.99,-145.43,-312.4,-151.14,SPARC
Tax,,,4.0,,,,,,,,SPARC
Net profit,-72.23,-22.49,30.32,-39.52,-69.99,-119.04,-197.0,-145.43,-312.4,-151.14,SPARC
