Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,16.58,16.58,15.94,15.16,13.66,13.66,12.66,12.66,12.66,12.66,GUJAPOLLO
Reserves,150.25,152.05,276.84,262.89,235.62,259.16,240.59,239.3,245.2,243.26,GUJAPOLLO
Borrowings,36.81,28.43,81.52,110.85,113.25,39.2,9.53,12.28,8.91,7.48,GUJAPOLLO
Other Liabilities,54.48,65.22,29.34,21.77,22.32,13.15,7.97,10.59,9.75,9.8,GUJAPOLLO
Total,258.12,262.28,403.64,410.67,384.85,325.17,270.75,274.83,276.52,273.2,GUJAPOLLO
Net Block,64.31,64.09,40.35,37.88,43.86,41.19,39.23,37.67,36.47,35.06,GUJAPOLLO
Capital Work in Progress,0.08,1.44,1.61,5.78,0.02,,0.22,,,0.26,GUJAPOLLO
Investments,47.38,45.77,169.64,166.16,163.45,112.75,60.44,59.7,56.37,55.3,GUJAPOLLO
Other Assets,146.35,150.98,192.04,200.85,177.52,171.23,170.86,177.46,183.68,182.58,GUJAPOLLO
Total,258.12,262.28,403.64,410.67,384.85,325.17,270.75,274.83,276.52,273.2,GUJAPOLLO
Receivables,45.62,35.88,8.84,8.16,9.47,8.46,6.63,9.86,4.4,5.54,GUJAPOLLO
Inventory,34.34,35.39,25.02,24.57,25.86,25.38,22.48,20.21,19.52,15.17,GUJAPOLLO
Cash & Bank,10.7,16.33,25.94,16.89,8.0,7.81,6.0,5.76,5.67,10.34,GUJAPOLLO
No. of Equity Shares,16575000.0,16575000.0,15940621.0,15155327.0,13660000.0,13660000.0,12661915.0,12661915.0,12661915.0,12661915.0,GUJAPOLLO
New Bonus Shares,,,,,,,,,,,GUJAPOLLO
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,GUJAPOLLO
