Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,0.77,0.77,0.77,12.65,12.65,12.65,12.65,12.65,12.65,12.65,20MICRONS
Reserves,0.43,0.46,0.49,0.79,84.86,1.04,11.19,20.14,20.18,20.34,20MICRONS
Borrowings,8.93,9.44,9.59,10.26,9.19,202.97,121.24,126.92,125.15,74.22,20MICRONS
Other Liabilities,7.23,12.1,14.35,13.45,18.05,8.33,101.98,96.12,102.5,165.26,20MICRONS
Total,17.36,22.77,25.2,37.15,124.75,224.99,247.06,255.83,260.48,272.47,20MICRONS
Net Block,1.02,0.87,0.72,0.59,0.48,77.61,75.85,69.18,61.74,54.49,20MICRONS
Capital Work in Progress,,,,,0.61,,,,,,20MICRONS
Investments,0.29,0.29,0.29,0.29,103.09,103.09,103.08,103.08,97.0,104.81,20MICRONS
Other Assets,16.05,21.61,24.19,36.27,20.57,44.29,68.13,83.57,101.74,113.17,20MICRONS
Total,17.36,22.77,25.2,37.15,124.75,224.99,247.06,255.83,260.48,272.47,20MICRONS
Receivables,9.04,13.7,13.58,15.01,14.84,7.3,32.75,23.97,19.19,36.35,20MICRONS
Inventory,0.36,0.7,0.77,1.61,1.66,24.71,26.92,26.48,38.47,25.02,20MICRONS
Cash & Bank,0.11,0.05,0.19,0.23,0.32,4.77,3.21,3.57,3.02,3.07,20MICRONS
No. of Equity Shares,765000.0,765000.0,765000.0,12650000.0,12650000.0,12650000.0,12650000.0,12650000.0,12650000.0,12650000.0,20MICRONS
New Bonus Shares,,,,11385000.0,,,,,,,20MICRONS
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20MICRONS
