Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,931.78,975.82,981.69,880.77,843.49,884.15,1407.82,1757.89,1525.81,1718.6,PRECWIRE
Raw Material Cost,838.33,874.65,847.5,758.76,713.2,748.41,1251.2,1558.35,1364.1,1583.23,PRECWIRE
Change in Inventory,13.64,10.17,-9.76,2.05,1.18,5.62,20.07,-5.16,11.35,37.27,PRECWIRE
Power and Fuel,17.48,17.39,16.73,19.4,18.45,20.11,18.36,24.34,24.59,23.67,PRECWIRE
Other Mfr. Exp,14.69,15.77,16.2,16.33,18.73,10.84,11.57,11.56,10.46,8.24,PRECWIRE
Employee Cost,11.59,13.59,14.49,15.56,17.52,20.42,22.78,25.83,27.32,27.34,PRECWIRE
Selling and admin,11.88,13.11,13.92,14.8,14.62,24.91,25.02,27.67,25.81,24.79,PRECWIRE
Other Expenses,13.68,11.04,9.5,10.58,10.27,11.15,13.57,11.85,12.19,10.09,PRECWIRE
Other Income,0.76,1.08,4.99,3.2,1.61,2.93,1.97,1.39,4.12,4.29,PRECWIRE
Depreciation,12.94,12.57,11.81,19.59,15.77,14.29,14.07,12.79,16.1,16.13,PRECWIRE
Interest,5.95,5.07,23.71,14.22,11.12,9.23,15.2,17.12,19.03,15.13,PRECWIRE
Profit before tax,19.64,23.88,23.06,16.78,26.6,33.34,58.09,64.61,41.68,51.54,PRECWIRE
Tax,5.49,7.92,8.61,6.67,9.57,10.8,22.11,22.79,9.86,12.24,PRECWIRE
Net profit,14.15,15.95,14.44,10.1,17.03,22.54,35.98,41.83,31.82,39.31,PRECWIRE
