Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2013-12-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,360.65,617.56,616.43,2373.28,2918.18,3442.93,4410.81,5694.79,7740.23,7483.41,QUESS
Raw Material Cost,,,,,41.71,58.34,123.06,139.74,130.95,71.29,QUESS
Change in Inventory,,,,,,,,,,,QUESS
Power and Fuel,0.46,0.72,0.68,2.74,3.98,8.11,11.44,10.77,11.55,5.85,QUESS
Other Mfr. Exp,0.71,1.3,0.85,95.84,46.46,118.85,251.81,205.99,190.47,200.76,QUESS
Employee Cost,340.37,585.56,593.2,2081.29,2558.34,2945.97,3643.02,4766.49,6791.46,6818.76,QUESS
Selling and admin,9.86,12.61,9.85,55.73,103.53,114.62,133.52,228.17,262.77,179.48,QUESS
Other Expenses,0.15,0.52,0.64,4.29,20.49,8.55,4.34,13.02,9.98,9.43,QUESS
Other Income,1.53,1.86,0.83,5.4,9.84,16.33,42.35,34.08,-487.73,-111.33,QUESS
Depreciation,0.45,0.66,0.81,17.02,15.24,21.79,35.31,45.4,65.62,52.51,QUESS
Interest,5.89,11.12,5.31,21.73,27.45,39.38,46.63,64.82,97.16,63.7,QUESS
Profit before tax,4.29,6.93,5.92,100.04,110.82,143.65,204.03,254.47,-307.46,-29.7,QUESS
Tax,1.34,1.98,1.87,37.4,32.26,48.86,-55.24,20.43,29.45,70.15,QUESS
Net profit,2.95,4.95,4.05,62.63,78.55,94.79,259.26,234.03,-336.91,-99.85,QUESS
