Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,12.51,12.51,12.51,12.51,12.51,12.51,12.51,12.51,12.51,12.51,TERASOFT
Reserves,67.65,69.76,70.61,58.71,64.62,84.6,86.17,89.96,96.31,96.14,TERASOFT
Borrowings,83.54,66.97,44.32,43.09,43.59,45.91,44.16,50.56,29.48,54.62,TERASOFT
Other Liabilities,77.73,83.47,54.23,47.72,93.6,69.21,43.76,55.95,176.24,135.17,TERASOFT
Total,241.43,232.71,181.67,162.03,214.32,212.23,186.6,208.98,314.54,298.44,TERASOFT
Net Block,55.44,47.23,35.36,13.83,11.83,36.36,34.14,31.7,31.17,30.52,TERASOFT
Capital Work in Progress,8.83,6.99,7.5,2.12,2.2,,,,,,TERASOFT
Investments,,,,,,,,,,,TERASOFT
Other Assets,177.16,178.49,138.81,146.08,200.29,175.87,152.46,177.28,283.37,267.92,TERASOFT
Total,241.43,232.71,181.67,162.03,214.32,212.23,186.6,208.98,314.54,298.44,TERASOFT
Receivables,139.47,152.2,115.19,122.54,150.39,140.95,116.39,135.65,168.32,197.17,TERASOFT
Inventory,1.53,1.7,6.05,0.75,8.09,6.12,12.15,10.63,4.07,2.74,TERASOFT
Cash & Bank,16.15,11.91,7.63,5.81,29.07,8.14,9.68,13.07,15.86,13.77,TERASOFT
No. of Equity Shares,12512000.0,12511875.0,12511875.0,12511875.0,12511875.0,12511875.0,12511875.0,12511875.0,12511875.0,12511875.0,TERASOFT
New Bonus Shares,,,,,,,,,,,TERASOFT
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,TERASOFT
