Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1330.06,1459.11,1737.87,2158.83,2437.25,2628.61,2844.27,3256.3,3054.3,2741.6,JKPAPER
Raw Material Cost,742.24,914.86,1105.25,1359.66,1453.64,1491.06,1538.85,1579.64,1496.77,1297.12,JKPAPER
Change in Inventory,16.13,9.79,58.36,25.33,-19.22,4.69,10.36,-47.19,123.6,-91.23,JKPAPER
Power and Fuel,186.62,184.97,199.64,252.75,214.63,212.38,245.59,258.67,261.32,243.15,JKPAPER
Other Mfr. Exp,87.65,37.3,76.82,74.96,88.09,96.73,95.64,103.51,91.41,80.82,JKPAPER
Employee Cost,126.6,142.22,158.79,151.69,181.29,219.36,233.84,266.04,281.29,263.78,JKPAPER
Selling and admin,203.11,236.92,258.64,329.21,357.28,275.86,269.35,260.17,272.75,282.06,JKPAPER
Other Expenses,-147.49,-179.91,-126.89,-238.66,-268.34,-174.53,-142.14,-129.57,-129.44,-148.58,JKPAPER
Other Income,28.85,27.61,-2.96,11.94,10.22,26.44,25.6,55.4,81.16,69.39,JKPAPER
Depreciation,72.94,72.91,122.1,113.59,117.22,119.53,120.89,125.3,143.56,153.62,JKPAPER
Interest,51.25,49.9,121.86,203.93,195.23,187.64,143.02,122.4,122.81,94.37,JKPAPER
Profit before tax,52.12,37.34,-122.94,-51.03,89.21,231.71,375.19,678.35,718.59,453.42,JKPAPER
Tax,2.8,-0.36,-45.75,-38.29,28.34,68.88,115.05,241.15,225.88,131.23,JKPAPER
Net profit,49.32,37.7,-77.19,-12.74,60.87,162.83,260.14,437.2,492.71,322.19,JKPAPER
