Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,9.36,9.36,9.36,9.36,9.36,9.36,9.36,9.36,9.36,9.36,TAINWALCHM
Reserves,28.81,29.41,29.71,31.21,35.07,57.96,66.09,67.61,76.42,88.59,TAINWALCHM
Borrowings,,,,,0.8,0.36,0.18,,0.04,,TAINWALCHM
Other Liabilities,1.43,1.06,1.26,1.55,1.35,1.71,1.66,2.45,2.95,2.36,TAINWALCHM
Total,39.6,39.83,40.33,42.12,46.58,69.39,77.29,79.42,88.77,100.31,TAINWALCHM
Net Block,5.27,4.65,3.99,2.71,3.3,3.24,2.94,3.11,2.7,2.72,TAINWALCHM
Capital Work in Progress,,,,,,,,,,,TAINWALCHM
Investments,18.59,16.48,19.52,20.73,25.08,46.69,52.61,53.55,62.82,80.7,TAINWALCHM
Other Assets,15.74,18.7,16.82,18.68,18.2,19.46,21.74,22.76,23.25,16.89,TAINWALCHM
Total,39.6,39.83,40.33,42.12,46.58,69.39,77.29,79.42,88.77,100.31,TAINWALCHM
Receivables,1.5,0.72,0.56,2.37,2.67,1.1,1.64,0.65,2.49,2.4,TAINWALCHM
Inventory,5.01,3.91,4.02,2.97,3.55,4.85,4.74,5.77,4.24,4.06,TAINWALCHM
Cash & Bank,0.31,5.4,1.36,1.08,0.47,0.49,1.8,3.48,6.68,0.94,TAINWALCHM
No. of Equity Shares,9363863.0,9363863.0,9363863.0,9363863.0,9363863.0,9363863.0,9363863.0,9363863.0,9363863.0,9363863.0,TAINWALCHM
New Bonus Shares,,,,,,,,,,,TAINWALCHM
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,TAINWALCHM
