Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,0.17,2.45,3.5,4.41,7.35,35.01,164.62,178.34,200.75,108.15,ABCAPITAL
Raw Material Cost,,,,,,,,,,,ABCAPITAL
Change in Inventory,,,,,,,,,,,ABCAPITAL
Power and Fuel,0.18,,,0.08,0.05,0.47,0.38,0.34,0.3,0.23,ABCAPITAL
Other Mfr. Exp,0.27,,,0.12,0.06,0.57,1.18,2.9,3.44,2.33,ABCAPITAL
Employee Cost,,,0.16,8.04,3.57,24.56,107.49,27.22,22.19,22.22,ABCAPITAL
Selling and admin,3.22,1.33,1.47,1.12,2.29,12.91,85.76,53.84,50.85,17.5,ABCAPITAL
Other Expenses,0.15,,0.06,0.06,0.13,-8.41,-92.22,-13.89,-10.62,-7.29,ABCAPITAL
Other Income,0.33,0.14,-55.84,-43.33,,0.01,0.01,-30.17,-28.64,0.62,ABCAPITAL
Depreciation,0.48,0.4,0.05,0.22,0.03,0.14,0.49,0.87,1.28,1.35,ABCAPITAL
Interest,,,0.03,,,0.54,25.38,88.53,77.02,0.14,ABCAPITAL
Profit before tax,-3.8,0.86,-54.11,-48.56,1.22,4.24,36.17,-11.64,27.65,72.29,ABCAPITAL
Tax,,,0.28,,1.71,,,-2.04,-2.2,-0.74,ABCAPITAL
Net profit,-3.8,0.86,-54.39,-48.56,-0.48,4.24,36.17,-9.6,29.85,73.03,ABCAPITAL
