Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,202.24,216.82,309.33,355.06,350.92,455.56,505.7,752.55,759.43,708.83,OAL
Raw Material Cost,142.27,148.49,211.6,242.95,216.35,293.12,330.44,521.76,485.97,414.52,OAL
Change in Inventory,-10.64,12.43,12.5,3.18,-8.37,-3.77,3.31,24.54,9.03,19.92,OAL
Power and Fuel,16.45,21.49,26.53,29.58,28.4,27.36,28.01,34.21,35.73,33.77,OAL
Other Mfr. Exp,4.74,6.26,12.96,16.01,17.31,21.32,23.64,28.59,41.45,41.93,OAL
Employee Cost,9.69,10.39,12.71,14.42,15.52,23.06,25.76,30.86,35.94,39.6,OAL
Selling and admin,4.86,6.23,8.21,9.9,11.19,21.61,27.8,37.33,35.13,33.71,OAL
Other Expenses,2.43,-0.97,2.89,2.24,4.03,7.21,7.04,8.35,5.95,8.94,OAL
Other Income,-2.87,1.81,1.51,3.2,3.05,1.25,3.64,-9.41,6.18,1.03,OAL
Depreciation,2.75,3.14,7.68,8.78,9.42,14.22,14.76,17.71,19.02,17.46,OAL
Interest,2.45,1.27,9.5,10.62,9.46,4.81,6.88,12.97,11.95,2.4,OAL
Profit before tax,3.09,34.76,31.26,26.94,33.92,40.33,48.32,75.9,103.5,137.45,OAL
Tax,0.97,10.82,11.15,7.68,11.23,14.72,17.99,26.02,16.75,35.03,OAL
Net profit,2.12,23.94,20.11,19.26,22.69,25.61,30.33,49.88,86.75,102.43,OAL
