Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,DECCANCE
Reserves,212.28,217.95,222.56,238.02,279.13,325.31,358.36,399.39,442.9,557.97,DECCANCE
Borrowings,258.86,237.84,239.07,190.81,79.49,70.2,32.83,53.95,105.64,103.78,DECCANCE
Other Liabilities,134.57,112.78,119.3,114.02,127.03,132.05,161.41,160.92,154.95,192.73,DECCANCE
Total,612.71,575.57,587.93,549.85,492.65,534.56,559.6,621.26,710.49,861.48,DECCANCE
Net Block,404.89,395.63,373.06,356.01,342.23,377.01,363.01,354.21,378.01,446.14,DECCANCE
Capital Work in Progress,34.54,35.0,35.15,32.96,34.04,0.09,4.43,9.37,61.69,11.57,DECCANCE
Investments,0.09,0.09,0.09,0.09,0.09,0.05,0.06,0.09,0.08,0.14,DECCANCE
Other Assets,173.19,144.85,179.63,160.79,116.29,157.41,192.1,257.59,270.71,403.63,DECCANCE
Total,612.71,575.57,587.93,549.85,492.65,534.56,559.6,621.26,710.49,861.48,DECCANCE
Receivables,13.12,9.77,27.11,29.75,8.15,10.69,13.41,15.88,47.78,25.12,DECCANCE
Inventory,49.09,54.36,70.89,68.35,53.79,57.5,58.92,65.17,67.0,68.93,DECCANCE
Cash & Bank,57.46,40.84,43.27,26.26,34.99,53.1,76.21,131.26,116.65,259.57,DECCANCE
No. of Equity Shares,7003750.0,7003750.0,7003750.0,7003750.0,7003750.0,7003750.0,14007500.0,14007500.0,14007500.0,14007500.0,DECCANCE
New Bonus Shares,,,,,,,,,,,DECCANCE
Face value,10.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,DECCANCE
