Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,976.55,848.06,780.75,828.21,902.75,987.7,1749.82,2116.12,2097.66,1516.54,PENIND
Raw Material Cost,719.61,610.05,567.85,603.81,623.11,715.11,1126.21,1296.8,1267.18,945.97,PENIND
Change in Inventory,13.92,-0.65,1.14,1.61,14.27,36.17,42.65,8.65,11.61,27.75,PENIND
Power and Fuel,10.13,11.81,14.71,13.55,14.38,15.75,20.94,24.36,23.16,15.43,PENIND
Other Mfr. Exp,67.1,68.5,69.78,63.5,82.21,101.11,227.58,326.81,312.9,250.0,PENIND
Employee Cost,43.46,45.19,45.31,44.49,54.25,61.93,121.9,149.13,156.87,130.5,PENIND
Selling and admin,65.17,62.48,62.17,64.65,61.83,36.74,61.59,66.54,58.6,49.54,PENIND
Other Expenses,-33.22,-31.47,-30.33,-29.56,2.55,5.9,48.66,89.27,122.82,62.37,PENIND
Other Income,1.03,0.87,0.69,1.0,2.23,4.91,38.35,24.63,20.29,37.72,PENIND
Depreciation,14.17,14.92,15.28,10.95,11.49,11.75,22.89,27.87,42.68,47.67,PENIND
Interest,19.99,19.71,18.47,26.06,27.84,35.03,61.66,75.11,83.4,79.46,PENIND
Profit before tax,85.09,47.09,19.34,33.37,41.59,45.46,139.39,93.51,61.95,1.07,PENIND
Tax,30.83,15.95,6.76,12.04,14.57,16.91,46.34,29.47,9.44,0.18,PENIND
Net profit,54.26,31.14,12.58,21.33,27.02,28.55,93.05,64.04,52.51,0.89,PENIND
