Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1123.06,1299.39,1362.18,1376.91,1150.49,1321.78,1971.17,2376.62,1803.5,1679.46,HSCL
Raw Material Cost,805.94,1060.54,1092.28,1134.05,777.65,880.53,1332.49,1603.71,1229.71,1158.95,HSCL
Change in Inventory,24.63,16.83,52.65,62.49,-53.34,-6.46,7.72,15.9,-14.34,-83.62,HSCL
Power and Fuel,11.7,11.29,7.81,9.21,7.67,11.26,11.93,11.95,11.72,12.57,HSCL
Other Mfr. Exp,15.25,5.2,14.03,42.04,11.66,20.91,5.74,27.18,4.38,25.1,HSCL
Employee Cost,16.78,20.96,24.34,29.37,29.61,35.85,46.63,58.12,73.25,75.51,HSCL
Selling and admin,56.59,67.56,75.21,74.9,92.5,95.57,94.82,111.52,122.73,145.81,HSCL
Other Expenses,59.52,32.77,107.12,34.29,36.19,44.26,37.28,41.74,63.4,50.33,HSCL
Other Income,19.75,30.4,21.13,14.96,10.95,7.9,7.77,14.1,-123.01,13.83,HSCL
Depreciation,44.41,52.18,54.52,55.36,63.72,30.97,31.41,32.53,36.68,44.22,HSCL
Interest,75.72,79.06,116.51,101.51,109.99,80.47,70.43,70.57,54.52,33.21,HSCL
Profit before tax,81.53,17.06,-55.86,-26.37,-20.89,123.4,355.93,449.3,69.76,63.97,HSCL
Tax,18.22,-6.49,-16.76,-11.97,-4.52,42.22,113.35,137.9,-11.22,17.29,HSCL
Net profit,63.31,23.55,-39.11,-14.4,-16.36,81.17,242.57,311.39,80.98,46.67,HSCL
