Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1305.18,1454.62,1562.33,1648.37,1700.04,1769.34,1710.2,1979.31,1982.45,1368.4,WSTCSTPAPR
Raw Material Cost,710.43,797.11,994.31,965.99,963.33,995.42,903.84,1007.43,1044.72,688.73,WSTCSTPAPR
Change in Inventory,14.77,-12.56,70.85,-19.99,-41.84,-23.75,-6.51,21.97,46.56,-31.62,WSTCSTPAPR
Power and Fuel,150.08,143.18,170.28,157.51,153.41,150.45,168.53,177.71,175.3,158.93,WSTCSTPAPR
Other Mfr. Exp,103.47,102.71,125.82,118.91,122.4,85.52,89.84,94.07,97.13,79.97,WSTCSTPAPR
Employee Cost,80.17,84.6,90.5,97.49,116.92,125.15,132.85,153.14,173.24,164.4,WSTCSTPAPR
Selling and admin,36.71,33.86,30.73,31.19,36.32,37.03,26.35,26.92,23.68,26.62,WSTCSTPAPR
Other Expenses,12.87,12.02,12.17,11.58,16.28,14.17,19.92,32.61,33.44,20.06,WSTCSTPAPR
Other Income,-58.27,-35.11,5.0,-48.93,-45.57,2.37,18.07,20.52,47.29,2.98,WSTCSTPAPR
Depreciation,143.15,136.35,127.19,122.2,114.36,110.77,116.22,175.26,166.37,153.49,WSTCSTPAPR
Interest,71.5,72.57,73.23,69.85,75.81,51.57,41.65,29.24,72.04,65.18,WSTCSTPAPR
Profit before tax,-46.7,24.55,13.95,4.73,13.8,177.88,222.56,325.42,290.38,-17.62,WSTCSTPAPR
Tax,-13.14,6.44,7.31,3.62,14.26,49.38,-0.67,29.36,13.98,-19.67,WSTCSTPAPR
Net profit,-33.56,18.11,6.63,1.12,-0.47,128.5,223.23,296.06,276.4,2.05,WSTCSTPAPR
