Report Date,2011-12-31 00:00:00,2012-12-31 00:00:00,2013-12-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,8165.8,8659.1,8756.7,12085.5,9701.4,10435.2,11690.1,12085.0,9841.6,9718.0,BOSCHLTD
Raw Material Cost,4653.5,4731.8,4899.2,6531.6,4900.3,5432.2,6283.3,6871.9,5097.8,5934.5,BOSCHLTD
Change in Inventory,209.8,-56.0,123.5,66.9,-82.5,119.7,-39.5,168.0,-223.4,152.3,BOSCHLTD
Power and Fuel,101.0,108.5,107.0,131.7,104.7,108.0,109.7,111.2,97.6,86.1,BOSCHLTD
Other Mfr. Exp,343.5,351.1,348.3,473.8,396.7,429.1,671.6,769.6,616.4,592.1,BOSCHLTD
Employee Cost,896.1,1037.1,1179.2,1663.1,1303.1,1342.8,1356.5,1350.7,1268.5,931.6,BOSCHLTD
Selling and admin,660.3,732.3,696.5,931.4,680.9,806.1,909.4,842.5,922.1,936.1,BOSCHLTD
Other Expenses,209.3,292.8,361.3,439.5,355.1,474.1,226.9,153.0,132.5,227.5,BOSCHLTD
Other Income,320.3,369.2,352.6,537.3,622.7,912.2,417.9,600.0,-105.1,-239.9,BOSCHLTD
Depreciation,257.8,367.0,384.2,548.4,386.4,456.2,467.2,402.2,383.3,341.4,BOSCHLTD
Interest,0.4,5.5,0.5,14.3,12.9,27.2,3.3,13.3,10.2,14.0,BOSCHLTD
Profit before tax,1574.0,1346.2,1256.6,1955.9,2101.5,2391.4,2040.6,2338.6,984.7,567.1,BOSCHLTD
Tax,451.3,387.9,371.9,618.2,570.1,650.3,669.8,740.6,334.9,84.6,BOSCHLTD
Net profit,1122.7,958.3,884.7,1337.7,1531.4,1741.1,1370.8,1598.0,649.8,482.5,BOSCHLTD
