Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,2233.3,2682.3,3187.6,3660.0,2769.0,2802.8,2709.9,3167.3,3609.4,4261.3,BAYERCROP
Raw Material Cost,1500.7,1708.6,2062.6,2418.7,1463.9,1677.7,1478.6,1505.7,1650.2,2318.2,BAYERCROP
Change in Inventory,73.9,-9.5,8.5,5.1,31.6,104.5,-65.0,68.4,-59.1,177.9,BAYERCROP
Power and Fuel,26.4,31.5,33.2,11.6,6.1,6.4,6.6,11.4,14.0,12.3,BAYERCROP
Other Mfr. Exp,62.9,53.1,71.1,96.9,281.1,181.9,106.8,320.2,287.6,421.3,BAYERCROP
Employee Cost,155.6,181.5,204.6,227.6,220.7,245.9,263.9,364.2,361.6,362.2,BAYERCROP
Selling and admin,319.3,354.3,430.3,426.9,355.6,342.1,347.5,500.3,476.7,461.8,BAYERCROP
Other Expenses,-11.3,-17.7,-25.0,-32.1,38.6,39.7,32.0,50.8,33.8,51.7,BAYERCROP
Other Income,-13.5,1242.0,90.9,87.9,81.7,70.1,38.7,51.1,-64.2,68.9,BAYERCROP
Depreciation,34.0,36.6,64.6,25.3,24.7,28.9,33.1,43.8,65.3,73.5,BAYERCROP
Interest,1.7,3.7,4.8,4.6,10.0,6.9,11.3,10.4,13.8,12.6,BAYERCROP
Profit before tax,204.4,1563.2,440.8,573.5,481.6,447.9,403.8,480.0,583.1,794.5,BAYERCROP
Tax,65.4,401.5,151.3,190.5,166.5,156.9,103.7,142.9,108.6,301.4,BAYERCROP
Net profit,139.0,1161.7,289.5,383.0,315.1,291.0,300.1,337.1,474.5,493.1,BAYERCROP
