Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,163.88,177.54,211.02,223.69,220.64,242.64,279.14,274.45,226.31,169.6,MALUPAPER
Raw Material Cost,111.47,112.99,127.97,137.18,135.44,149.0,182.95,162.77,127.21,101.36,MALUPAPER
Change in Inventory,0.1,0.3,-0.5,-0.13,0.37,1.76,-0.94,4.51,-1.13,-0.22,MALUPAPER
Power and Fuel,36.26,34.0,37.39,37.33,37.75,40.94,38.91,45.23,39.99,23.96,MALUPAPER
Other Mfr. Exp,13.38,21.82,13.99,14.75,14.37,19.02,21.7,27.79,24.35,20.95,MALUPAPER
Employee Cost,3.49,3.81,4.45,6.24,6.79,7.51,8.07,8.83,8.72,6.7,MALUPAPER
Selling and admin,12.63,4.14,11.52,12.49,12.85,5.71,8.73,10.84,11.99,10.71,MALUPAPER
Other Expenses,-3.61,0.14,-6.64,-7.09,-7.1,0.01,0.04,0.02,0.09,-0.04,MALUPAPER
Other Income,0.41,2.67,1.86,0.27,2.26,1.27,1.16,1.09,1.09,0.94,MALUPAPER
Depreciation,6.12,6.18,6.26,4.61,4.71,4.8,4.8,4.78,4.9,5.01,MALUPAPER
Interest,13.92,15.39,15.43,15.58,15.63,14.5,12.0,9.71,7.95,7.78,MALUPAPER
Profit before tax,-29.27,-17.96,2.01,2.74,2.83,4.18,2.16,10.08,1.07,-6.11,MALUPAPER
Tax,-9.06,-5.54,0.62,0.86,0.88,1.29,0.7,2.66,0.42,-0.34,MALUPAPER
Net profit,-20.21,-12.42,1.4,1.87,1.95,2.89,1.46,7.42,0.66,-5.77,MALUPAPER
