Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,70.4,75.61,76.79,88.45,92.42,81.47,96.52,336.78,387.38,420.71,HLEGLAS
Raw Material Cost,36.66,37.47,40.7,49.13,40.0,36.59,45.54,185.41,206.64,196.62,HLEGLAS
Change in Inventory,3.37,-0.34,3.31,7.05,-5.23,-0.73,0.03,0.73,14.83,-4.25,HLEGLAS
Power and Fuel,7.19,7.19,6.93,8.83,10.34,11.15,11.16,18.18,22.3,17.23,HLEGLAS
Other Mfr. Exp,11.73,10.92,11.7,14.82,13.74,12.32,15.62,46.41,56.45,62.51,HLEGLAS
Employee Cost,4.32,4.6,5.25,5.34,5.49,5.86,6.9,26.85,31.56,34.59,HLEGLAS
Selling and admin,3.02,3.24,3.05,4.16,3.78,4.03,5.98,17.24,18.45,21.53,HLEGLAS
Other Expenses,2.24,1.8,2.34,2.32,2.49,1.17,0.96,2.68,2.7,3.71,HLEGLAS
Other Income,0.88,0.49,0.4,0.49,0.55,0.26,1.14,5.38,8.95,9.9,HLEGLAS
Depreciation,1.65,1.86,1.95,2.39,2.26,2.55,3.04,6.33,7.22,8.37,HLEGLAS
Interest,3.2,3.34,2.83,3.31,3.38,2.6,1.75,14.44,12.9,10.31,HLEGLAS
Profit before tax,4.64,5.34,5.75,5.69,6.26,4.73,6.74,25.35,52.94,71.49,HLEGLAS
Tax,1.83,1.73,1.95,1.15,2.11,1.61,1.38,7.24,14.75,19.15,HLEGLAS
Net profit,2.81,3.61,3.8,4.54,4.15,3.12,5.36,18.11,38.19,52.35,HLEGLAS
