Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,BALAMINES
Reserves,139.72,166.0,195.76,231.25,285.21,370.79,460.58,568.52,661.16,890.93,BALAMINES
Borrowings,215.81,209.31,261.62,236.42,159.2,103.12,115.46,94.83,102.36,,BALAMINES
Other Liabilities,104.74,138.66,157.5,129.13,155.99,175.0,236.84,327.43,334.48,394.38,BALAMINES
Total,466.75,520.45,621.36,603.28,606.88,655.39,819.36,997.26,1104.48,1291.79,BALAMINES
Net Block,195.63,234.05,325.08,321.08,322.29,308.54,316.06,318.35,363.4,344.34,BALAMINES
Capital Work in Progress,24.67,62.92,8.12,3.15,16.26,25.08,66.49,63.24,46.27,173.28,BALAMINES
Investments,8.55,20.65,20.65,30.15,30.15,30.15,66.01,66.0,113.5,66.0,BALAMINES
Other Assets,237.9,202.83,267.51,248.9,238.18,291.62,370.8,549.67,581.31,708.17,BALAMINES
Total,466.75,520.45,621.36,603.28,606.88,655.39,819.36,997.26,1104.48,1291.79,BALAMINES
Receivables,82.14,103.71,131.53,114.98,120.08,121.8,172.68,167.22,190.85,272.35,BALAMINES
Inventory,107.4,56.75,90.64,89.53,59.21,81.97,89.1,142.62,92.18,95.93,BALAMINES
Cash & Bank,4.48,2.68,9.74,6.69,8.48,3.45,7.11,20.36,7.26,17.66,BALAMINES
No. of Equity Shares,32401000.0,32401000.0,32401000.0,32401000.0,32401000.0,32401000.0,32401000.0,32401000.0,32401000.0,32401000.0,BALAMINES
New Bonus Shares,,,,,,,,,,,BALAMINES
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,BALAMINES
