Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,,,,,,217.54,213.45,344.16,256.93,260.25,SMSLIFE
Raw Material Cost,,,,,,123.68,135.01,238.47,155.75,137.76,SMSLIFE
Change in Inventory,,,,,,3.61,2.06,8.19,-6.29,-1.9,SMSLIFE
Power and Fuel,,,,,,21.56,21.09,24.11,18.73,19.52,SMSLIFE
Other Mfr. Exp,,,,,,20.5,18.49,23.73,18.91,27.22,SMSLIFE
Employee Cost,,,,,,16.89,20.07,23.35,25.68,29.54,SMSLIFE
Selling and admin,,,,,,5.79,6.47,8.78,6.58,9.51,SMSLIFE
Other Expenses,,,,,,4.28,1.15,1.36,1.19,4.99,SMSLIFE
Other Income,,,,,,1.73,3.05,2.44,1.88,1.33,SMSLIFE
Depreciation,,,,,,5.55,5.7,5.77,7.24,7.21,SMSLIFE
Interest,,,,,,6.16,4.18,5.46,5.1,4.57,SMSLIFE
Profit before tax,,,,,,18.47,6.4,23.76,13.34,19.36,SMSLIFE
Tax,,,,,,5.52,-0.11,7.12,4.19,6.19,SMSLIFE
Net profit,,,,,,12.94,6.5,16.63,9.15,13.17,SMSLIFE
