Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,253.59,213.01,203.25,219.11,199.75,225.19,264.15,254.61,153.43,113.83,ZYDUSWELL
Raw Material Cost,73.09,55.99,48.0,60.58,58.96,61.9,70.95,83.89,85.59,83.42,ZYDUSWELL
Change in Inventory,-11.65,0.07,-2.45,-0.26,-0.14,1.64,0.64,-0.98,6.05,1.27,ZYDUSWELL
Power and Fuel,1.16,1.26,1.3,1.51,1.51,1.71,1.97,2.34,2.76,2.36,ZYDUSWELL
Other Mfr. Exp,9.96,9.56,11.2,2.85,2.78,13.11,14.25,15.68,22.01,8.23,ZYDUSWELL
Employee Cost,11.38,13.96,15.02,18.06,20.91,22.74,26.96,32.14,32.04,31.67,ZYDUSWELL
Selling and admin,68.2,39.17,41.23,38.06,32.37,33.1,33.36,42.38,31.24,34.68,ZYDUSWELL
Other Expenses,5.89,5.31,2.67,4.92,5.56,5.81,5.61,4.92,6.69,4.41,ZYDUSWELL
Other Income,8.73,13.87,11.69,20.45,30.12,24.51,27.53,57.42,109.15,-60.31,ZYDUSWELL
Depreciation,2.3,2.37,2.43,4.55,3.55,3.7,3.51,2.61,2.95,3.49,ZYDUSWELL
Interest,0.08,0.05,0.04,0.05,0.06,0.48,1.59,29.93,140.29,74.66,ZYDUSWELL
Profit before tax,78.61,99.28,90.6,108.72,104.03,108.79,134.12,97.16,-54.94,-188.13,ZYDUSWELL
Tax,10.93,2.17,-5.85,-0.23,0.77,-0.55,0.32,0.86,-14.21,-5.99,ZYDUSWELL
Net profit,67.68,97.11,96.45,108.95,103.26,109.34,133.8,96.3,-40.73,-182.14,ZYDUSWELL
