Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,307.1,303.9,313.78,307.3,314.73,318.03,275.66,316.95,329.73,386.75,NIPPOBATRY
Raw Material Cost,234.09,242.14,238.8,211.33,200.37,204.46,167.95,215.72,220.68,229.16,NIPPOBATRY
Change in Inventory,-2.36,0.81,3.65,-0.21,-6.3,2.63,-2.55,5.65,11.56,3.33,NIPPOBATRY
Power and Fuel,3.81,5.83,5.59,4.23,3.68,3.81,3.29,3.27,3.35,4.18,NIPPOBATRY
Other Mfr. Exp,11.53,12.19,12.36,11.58,10.25,8.3,6.26,6.11,5.06,7.78,NIPPOBATRY
Employee Cost,20.68,19.98,22.98,23.59,30.6,36.68,38.99,40.05,45.13,53.82,NIPPOBATRY
Selling and admin,28.04,21.88,24.79,29.88,37.89,44.16,34.13,37.1,42.26,59.34,NIPPOBATRY
Other Expenses,0.58,0.04,0.27,2.73,6.12,0.82,1.3,1.53,1.77,1.52,NIPPOBATRY
Other Income,11.16,9.06,12.57,23.15,18.24,17.56,18.09,19.37,-10.94,20.87,NIPPOBATRY
Depreciation,5.04,5.31,5.26,5.4,5.14,5.24,5.77,5.86,5.58,5.35,NIPPOBATRY
Interest,0.41,2.21,1.66,1.38,0.72,2.4,2.35,4.37,5.52,4.15,NIPPOBATRY
Profit before tax,11.72,4.19,18.29,40.12,31.9,32.35,31.16,27.96,1.0,45.65,NIPPOBATRY
Tax,3.29,0.3,5.58,11.2,14.95,11.45,10.13,8.91,0.52,11.7,NIPPOBATRY
Net profit,8.43,3.9,12.71,28.92,16.94,20.91,21.03,19.06,0.49,33.95,NIPPOBATRY
