Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,VIDHIING
Reserves,24.13,27.28,30.92,40.22,50.11,61.1,71.69,96.0,123.88,156.65,VIDHIING
Borrowings,38.7,42.76,43.5,46.69,49.23,62.26,43.93,43.98,34.12,30.73,VIDHIING
Other Liabilities,14.79,17.77,20.85,38.97,18.44,35.69,34.61,24.52,23.45,33.45,VIDHIING
Total,82.62,92.81,100.27,130.88,122.78,164.05,155.23,169.5,186.45,225.83,VIDHIING
Net Block,13.06,19.25,17.94,17.0,30.96,29.99,29.27,30.81,31.05,28.74,VIDHIING
Capital Work in Progress,4.25,,,8.7,,,,0.06,1.75,4.6,VIDHIING
Investments,0.13,0.13,0.13,0.13,0.13,0.06,,0.02,13.2,13.2,VIDHIING
Other Assets,65.18,73.43,82.2,105.05,91.69,134.0,125.96,138.61,140.45,179.29,VIDHIING
Total,82.62,92.81,100.27,130.88,122.78,164.05,155.23,169.5,186.45,225.83,VIDHIING
Receivables,33.16,36.94,43.55,47.01,39.11,61.12,59.07,61.9,76.38,94.57,VIDHIING
Inventory,14.31,21.04,26.38,38.4,28.07,40.65,34.59,35.28,34.17,39.93,VIDHIING
Cash & Bank,5.19,3.84,3.42,6.81,10.23,5.29,8.16,18.5,10.08,10.59,VIDHIING
No. of Equity Shares,50020000.0,50020000.0,50020000.0,50020000.0,50020000.0,50034000.0,50034000.0,50034000.0,50034000.0,50034000.0,VIDHIING
New Bonus Shares,,,,,,,,,,,VIDHIING
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,VIDHIING
