Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,259.84,301.92,412.35,436.84,207.64,76.59,104.15,58.96,20.7,8.41,LYPSAGEMS
Raw Material Cost,263.39,266.06,379.93,381.24,183.77,34.25,103.9,56.55,19.53,10.29,LYPSAGEMS
Change in Inventory,9.86,-14.76,11.24,3.52,-2.53,-12.88,0.95,-1.22,-0.55,2.12,LYPSAGEMS
Power and Fuel,0.01,0.1,0.18,0.24,0.17,0.05,0.03,0.01,,,LYPSAGEMS
Other Mfr. Exp,1.83,9.17,28.46,37.26,8.57,24.08,0.03,0.05,,,LYPSAGEMS
Employee Cost,0.4,1.93,3.88,4.53,2.69,0.81,0.5,0.38,0.19,0.05,LYPSAGEMS
Selling and admin,0.81,1.39,2.78,3.21,2.79,0.22,0.09,0.05,0.04,0.02,LYPSAGEMS
Other Expenses,,0.39,0.46,0.41,0.08,0.23,0.19,0.09,0.17,0.09,LYPSAGEMS
Other Income,8.41,-1.84,-0.34,-3.5,-1.64,0.19,0.32,0.12,,0.09,LYPSAGEMS
Depreciation,0.05,0.09,0.22,0.36,0.47,0.43,0.37,0.35,0.34,0.34,LYPSAGEMS
Interest,8.65,1.93,2.63,4.28,3.15,3.66,0.13,0.18,-0.16,,LYPSAGEMS
Profit before tax,2.97,4.26,4.71,5.33,1.78,0.17,0.18,0.2,0.04,-0.17,LYPSAGEMS
Tax,0.87,1.44,1.57,1.79,0.59,0.04,-0.01,0.03,0.02,0.01,LYPSAGEMS
Net profit,2.1,2.82,3.15,3.54,1.19,0.13,0.19,0.17,0.02,-0.17,LYPSAGEMS
