Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,27.05,27.09,27.12,27.13,28.22,28.22,28.22,28.22,28.22,28.22,GLENMARK
Reserves,2158.66,2496.09,2878.9,4924.92,7337.75,9408.4,10363.22,11913.87,13198.05,14781.29,GLENMARK
Borrowings,489.16,580.65,353.32,410.1,787.42,2776.53,2981.07,3134.48,3573.76,3625.59,GLENMARK
Other Liabilities,494.19,781.71,970.25,2288.68,1959.62,1787.39,1892.36,2066.13,2151.57,2182.42,GLENMARK
Total,3169.06,3885.54,4229.59,7650.83,10113.01,14000.54,15264.87,17142.7,18951.6,20617.52,GLENMARK
Net Block,223.76,275.66,448.52,1230.68,1438.0,1596.37,1699.12,1413.48,1611.95,1722.49,GLENMARK
Capital Work in Progress,68.94,172.42,83.31,294.19,276.06,270.66,419.68,286.2,200.01,131.4,GLENMARK
Investments,1083.27,1294.33,1409.24,1659.52,1858.43,1866.7,3212.68,3268.75,4713.93,6989.95,GLENMARK
Other Assets,1793.09,2143.13,2288.52,4466.44,6540.52,10266.81,9933.39,12174.27,12425.71,11773.68,GLENMARK
Total,3169.06,3885.54,4229.59,7650.83,10113.01,14000.54,15264.87,17142.7,18951.6,20617.52,GLENMARK
Receivables,358.74,556.73,1136.04,2440.83,3057.66,3879.4,3828.91,2087.13,1835.24,2488.75,GLENMARK
Inventory,175.93,190.15,210.43,736.63,968.0,1145.06,1111.18,911.21,837.5,762.39,GLENMARK
Cash & Bank,47.51,167.79,108.46,48.55,74.24,252.18,177.38,256.48,88.26,15.79,GLENMARK
No. of Equity Shares,270535503.0,270853653.0,271223650.0,271294553.0,282158156.0,282168156.0,282168156.0,282168156.0,282168156.0,282168156.0,GLENMARK
New Bonus Shares,,,,,,,,,,,GLENMARK
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,GLENMARK
