Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,TATACOMM
Reserves,6851.97,7231.42,7600.61,8066.83,8610.74,8970.21,8518.46,7913.88,7935.6,8781.53,TATACOMM
Borrowings,1357.29,774.7,941.18,580.64,683.79,737.25,523.9,451.14,1012.22,1031.65,TATACOMM
Other Liabilities,2361.85,2581.18,2702.32,2800.45,2942.42,3152.82,3575.39,3963.94,4256.87,4099.51,TATACOMM
Total,10856.11,10872.3,11529.11,11732.92,12521.95,13145.28,12902.75,12613.96,13489.69,14197.69,TATACOMM
Net Block,4752.0,4833.45,4237.18,4174.39,3809.65,3996.94,4111.53,4597.25,5252.42,5060.7,TATACOMM
Capital Work in Progress,303.34,174.66,310.04,235.95,357.78,496.48,376.43,210.31,149.47,205.04,TATACOMM
Investments,1788.27,2492.92,3002.97,4124.32,4687.51,5366.22,4210.58,3873.03,4037.74,4736.05,TATACOMM
Other Assets,4012.5,3371.27,3978.92,3198.26,3667.01,3285.64,4204.21,3933.37,4050.06,4195.9,TATACOMM
Total,10856.11,10872.3,11529.11,11732.92,12521.95,13145.28,12902.75,12613.96,13489.69,14197.69,TATACOMM
Receivables,845.77,856.49,685.44,717.63,846.33,806.98,1221.59,1296.68,1299.69,1089.84,TATACOMM
Inventory,0.45,4.2,4.15,3.95,6.39,14.83,23.93,63.1,68.32,18.05,TATACOMM
Cash & Bank,53.32,328.62,522.63,152.86,84.64,101.79,615.03,149.73,163.72,249.24,TATACOMM
No. of Equity Shares,285000000.0,285000000.0,285000000.0,285000000.0,285000000.0,285000000.0,285000000.0,285000000.0,285000000.0,285000000.0,TATACOMM
New Bonus Shares,,,,,,,,,,,TATACOMM
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,TATACOMM
