Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,15.99,15.99,24.31,24.31,24.31,24.31,24.31,24.31,24.31,24.31,ASAHIINDIA
Reserves,131.84,38.75,238.35,286.68,369.8,928.66,1085.31,1225.38,1318.92,1462.22,ASAHIINDIA
Borrowings,1566.48,1543.54,1395.01,1417.56,1316.42,1218.55,1370.33,1634.96,1738.95,1491.1,ASAHIINDIA
Other Liabilities,540.57,740.18,666.79,552.58,590.57,674.53,828.17,825.42,785.2,798.59,ASAHIINDIA
Total,2254.88,2338.46,2324.46,2281.13,2301.1,2846.05,3308.12,3710.07,3867.38,3776.22,ASAHIINDIA
Net Block,1258.96,1181.03,1127.06,1096.9,1091.58,1536.27,1856.74,1907.44,1971.48,2161.02,ASAHIINDIA
Capital Work in Progress,21.16,32.59,42.72,40.56,64.05,85.16,113.27,448.45,488.24,261.9,ASAHIINDIA
Investments,15.71,16.28,16.28,16.37,16.5,35.77,46.38,45.26,42.4,46.57,ASAHIINDIA
Other Assets,959.05,1108.56,1138.4,1127.3,1128.97,1188.85,1291.73,1308.92,1365.26,1306.73,ASAHIINDIA
Total,2254.88,2338.46,2324.46,2281.13,2301.1,2846.05,3308.12,3710.07,3867.38,3776.22,ASAHIINDIA
Receivables,312.26,364.65,404.17,345.56,351.41,327.89,424.0,379.95,368.78,381.89,ASAHIINDIA
Inventory,475.4,471.24,474.83,496.01,500.21,560.85,592.82,669.67,699.03,630.0,ASAHIINDIA
Cash & Bank,16.63,60.27,26.64,29.27,36.65,14.06,16.55,20.75,13.23,56.75,ASAHIINDIA
No. of Equity Shares,159927586.0,159927586.0,243089931.0,243089931.0,243089931.0,243089931.0,243089931.0,243089931.0,243089931.0,243089931.0,ASAHIINDIA
New Bonus Shares,,,,,,,,,,,ASAHIINDIA
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ASAHIINDIA
