Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,6.33,6.33,6.33,6.5,6.5,6.5,6.5,6.5,6.5,6.5,CERA
Reserves,132.85,173.18,217.64,345.2,414.52,517.89,598.45,693.65,766.39,867.9,CERA
Borrowings,47.59,61.04,48.25,68.16,35.08,34.18,24.35,18.19,33.3,27.82,CERA
Other Liabilities,107.83,139.12,180.99,224.38,290.45,302.2,319.94,370.97,319.59,380.84,CERA
Total,294.6,379.67,453.21,644.24,746.55,860.77,949.24,1089.31,1125.78,1283.06,CERA
Net Block,90.26,125.05,151.7,214.68,225.79,266.39,279.47,305.02,350.39,329.78,CERA
Capital Work in Progress,10.95,4.33,5.2,7.66,4.24,0.16,5.25,11.25,0.53,0.6,CERA
Investments,1.09,1.38,12.13,47.76,67.11,118.79,139.18,212.09,262.43,513.14,CERA
Other Assets,192.3,248.91,284.18,374.14,449.41,475.43,525.34,560.95,512.43,439.54,CERA
Total,294.6,379.67,453.21,644.24,746.55,860.77,949.24,1089.31,1125.78,1283.06,CERA
Receivables,45.46,83.13,106.62,161.22,188.43,220.71,267.66,297.01,220.91,206.71,CERA
Inventory,91.75,94.02,104.58,125.89,132.18,129.19,160.9,179.18,204.49,169.68,CERA
Cash & Bank,31.3,40.35,30.71,29.53,59.39,37.65,23.04,10.38,1.6,9.84,CERA
No. of Equity Shares,12654874.0,12654874.0,12654874.0,13005874.0,13005874.0,13005874.0,13005874.0,13005874.0,13005874.0,13005874.0,CERA
New Bonus Shares,,,,,,,,,,,CERA
Face value,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,CERA
