Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,480.07,417.37,403.58,407.28,422.5,480.3,518.96,606.57,495.21,609.8,GULFPETRO
Raw Material Cost,366.8,338.08,326.99,325.65,326.31,363.49,483.41,532.0,364.05,577.55,GULFPETRO
Change in Inventory,1.47,1.25,-2.21,-5.62,-3.11,2.44,51.27,8.84,-51.67,59.14,GULFPETRO
Power and Fuel,1.21,1.32,0.96,1.1,1.09,0.23,0.23,0.24,0.97,0.78,GULFPETRO
Other Mfr. Exp,21.92,1.82,1.39,0.34,0.57,0.91,1.09,0.97,1.51,1.14,GULFPETRO
Employee Cost,15.02,16.18,16.26,17.59,20.0,23.18,25.16,25.66,24.6,24.74,GULFPETRO
Selling and admin,47.73,45.37,38.07,41.39,41.57,61.3,20.69,18.45,21.21,21.33,GULFPETRO
Other Expenses,1.54,1.29,1.58,1.43,1.32,2.91,5.12,4.0,3.06,16.5,GULFPETRO
Other Income,4.11,3.7,2.55,3.08,1.15,11.57,0.66,1.21,1.32,1.29,GULFPETRO
Depreciation,2.23,2.2,1.98,3.07,3.16,2.99,3.12,3.18,3.58,3.32,GULFPETRO
Interest,28.77,18.12,14.06,9.63,4.97,8.06,7.04,6.67,7.15,1.25,GULFPETRO
Profit before tax,0.43,-2.06,2.63,4.54,21.55,31.24,25.03,25.45,18.73,23.62,GULFPETRO
Tax,0.37,-0.8,1.58,-0.49,7.96,10.75,8.67,9.19,3.17,5.89,GULFPETRO
Net profit,0.06,-1.26,1.04,5.03,13.59,20.48,16.36,16.25,15.56,17.72,GULFPETRO
