Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,491.7,492.6,493.2,493.7,494.1,486.1,904.8,1206.8,1142.7,1095.8,WIPRO
Reserves,23860.8,23736.9,28862.7,34127.9,40731.6,46219.5,41357.8,48185.2,45311.0,44145.8,WIPRO
Borrowings,5286.9,6095.0,4583.0,6102.6,6812.9,6309.9,5802.8,5127.9,5958.0,6924.6,WIPRO
Other Liabilities,8950.7,10329.3,11660.1,12627.6,10814.1,10002.3,10559.6,12467.8,12894.7,13522.7,WIPRO
Total,38590.1,40653.8,45599.0,53351.8,58852.7,63017.8,58625.0,66987.7,65306.4,65688.9,WIPRO
Net Block,4649.8,3909.4,3975.0,4038.4,4067.5,4362.2,4367.0,4401.0,6639.4,7288.1,WIPRO
Capital Work in Progress,301.2,378.9,275.1,361.2,325.1,694.1,1290.6,2112.7,1873.5,1848.0,WIPRO
Investments,10335.2,10904.2,11036.0,10768.5,26200.6,35146.1,30682.8,30249.1,26698.5,25701.9,WIPRO
Other Assets,23303.9,25461.3,30312.9,38183.7,28259.5,22815.4,22284.6,30224.9,30095.0,30850.9,WIPRO
Total,38590.1,40653.8,45599.0,53351.8,58852.7,63017.8,58625.0,66987.7,65306.4,65688.9,WIPRO
Receivables,7967.0,8499.4,8550.9,8144.2,8398.0,8129.9,9502.0,9046.3,9257.0,8046.2,WIPRO
Inventory,785.1,320.5,228.3,479.4,526.2,355.9,294.3,340.3,174.1,91.0,WIPRO
Cash & Bank,6232.8,7800.4,10554.9,15667.5,8408.8,3516.6,2322.0,10390.2,10444.0,9783.2,WIPRO
No. of Equity Shares,2458756228.0,2462934730.0,2466317270.0,2469043038.0,2470713290.0,2430900565.0,4523784491.0,6033935388.0,5713357390.0,5479138555.0,WIPRO
New Bonus Shares,,,,,,,2433074327.0,1508469180.0,,,WIPRO
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,WIPRO
