Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,16.0,16.0,16.0,16.0,16.0,16.0,19.0,19.0,19.0,19.0,NATHBIOGEN
Reserves,29.72,41.47,65.77,91.13,105.3,287.31,450.23,488.58,538.61,594.27,NATHBIOGEN
Borrowings,11.15,18.56,23.02,22.24,58.8,73.79,32.59,58.15,70.15,96.57,NATHBIOGEN
Other Liabilities,63.09,66.91,85.14,96.78,86.6,77.98,69.38,80.34,102.19,79.67,NATHBIOGEN
Total,119.96,142.94,189.93,226.15,266.7,455.08,571.2,646.07,729.95,789.51,NATHBIOGEN
Net Block,20.87,18.39,16.54,12.8,30.46,207.29,210.94,231.72,246.03,246.93,NATHBIOGEN
Capital Work in Progress,,,,,,,,,,,NATHBIOGEN
Investments,0.51,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.05,NATHBIOGEN
Other Assets,98.58,119.55,168.39,208.35,231.24,242.79,355.26,409.35,478.92,537.53,NATHBIOGEN
Total,119.96,142.94,189.93,226.15,266.7,455.08,571.2,646.07,729.95,789.51,NATHBIOGEN
Receivables,12.45,20.99,35.17,44.88,45.31,51.82,82.05,108.03,107.0,109.39,NATHBIOGEN
Inventory,65.76,77.17,88.57,117.03,140.74,130.15,123.46,155.36,204.31,226.3,NATHBIOGEN
Cash & Bank,3.29,2.48,2.21,1.57,1.22,5.85,44.66,21.38,21.98,29.22,NATHBIOGEN
No. of Equity Shares,16004000.0,16004000.0,16004000.0,16004000.0,16004000.0,16004000.0,19004000.0,19004000.0,19004000.0,19004000.0,NATHBIOGEN
New Bonus Shares,,,,,,,,,,,NATHBIOGEN
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NATHBIOGEN
