Report Date,2009-03-31 00:00:00,2010-03-31 00:00:00,2011-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,116.07,280.37,361.42,275.63,335.22,283.82,221.74,284.84,361.56,425.1,VISHWARAJ
Raw Material Cost,,,237.68,238.48,234.88,139.52,212.2,266.87,237.45,302.03,VISHWARAJ
Change in Inventory,,,33.78,22.66,-25.05,-51.6,73.73,62.8,-36.15,-5.46,VISHWARAJ
Power and Fuel,,,,,,7.93,10.72,4.29,4.77,4.51,VISHWARAJ
Other Mfr. Exp,,,88.05,7.18,9.79,15.83,23.08,26.09,20.2,24.34,VISHWARAJ
Employee Cost,,,5.87,11.83,12.74,13.62,12.43,13.03,12.55,13.84,VISHWARAJ
Selling and admin,,,3.69,3.97,4.36,7.6,9.81,9.94,16.49,10.4,VISHWARAJ
Other Expenses,113.26,289.51,47.52,17.63,17.84,1.79,3.64,1.84,-4.34,2.32,VISHWARAJ
Other Income,36.13,55.61,80.46,9.4,8.99,0.97,9.6,0.24,1.48,0.44,VISHWARAJ
Depreciation,4.53,7.74,11.2,10.11,11.34,11.53,13.2,13.34,14.57,14.75,VISHWARAJ
Interest,9.3,17.5,27.64,18.27,21.2,24.91,20.85,36.36,41.74,35.66,VISHWARAJ
Profit before tax,25.11,21.23,54.01,0.22,7.01,10.46,-0.86,-23.88,-16.54,12.23,VISHWARAJ
Tax,2.59,3.28,11.01,3.43,2.6,4.39,3.4,-6.27,-8.66,3.93,VISHWARAJ
Net profit,22.52,17.95,43.0,-3.22,4.41,6.06,-4.27,-17.62,-7.88,8.29,VISHWARAJ
