Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,160.58,160.58,160.58,160.59,160.68,160.9,161.02,161.14,161.25,161.29,CIPLA
Reserves,7389.7,8708.94,9931.06,10929.56,11825.2,12639.61,13952.5,15620.77,17241.71,19766.27,CIPLA
Borrowings,12.92,965.95,877.4,1380.62,1131.88,324.4,174.5,,6.06,,CIPLA
Other Liabilities,1430.13,1657.74,1954.96,2721.05,2121.29,2482.31,2806.95,2636.9,2996.64,3036.18,CIPLA
Total,8993.33,11493.21,12924.0,15191.82,15239.05,15607.22,17094.97,18418.81,20405.66,22963.74,CIPLA
Net Block,3002.66,3418.29,3524.19,3593.62,3826.11,4235.58,4320.35,4189.31,4150.98,4066.45,CIPLA
Capital Work in Progress,343.45,350.34,376.69,360.71,550.72,555.77,462.6,297.33,319.73,355.11,CIPLA
Investments,1035.15,2601.82,3587.13,4421.1,4256.11,4285.89,4636.98,5815.19,7189.75,9725.83,CIPLA
Other Assets,4612.07,5122.76,5435.99,6816.39,6606.11,6529.98,7675.04,8116.98,8745.2,8816.35,CIPLA
Total,8993.33,11493.21,12924.0,15191.82,15239.05,15607.22,17094.97,18418.81,20405.66,22963.74,CIPLA
Receivables,1519.31,1645.22,1728.1,2052.38,1896.41,1938.79,2336.32,3168.73,3560.27,3035.37,CIPLA
Inventory,1824.5,2343.37,2511.16,3289.2,2918.47,2653.5,3037.98,2868.41,3021.36,3085.81,CIPLA
Cash & Bank,55.06,105.07,46.04,82.76,53.01,58.46,227.53,174.56,523.07,874.8,CIPLA
No. of Equity Shares,802921357.0,802921400.0,802921400.0,802960440.0,803384282.0,804510074.0,805119164.0,805701266.0,806235329.0,806463279.0,CIPLA
New Bonus Shares,,,,,,,,,,,CIPLA
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,CIPLA
