Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,169.42,225.24,263.25,289.25,389.51,341.91,425.31,483.62,507.94,524.06,DFMFOODS
Raw Material Cost,110.48,142.85,165.32,176.05,238.34,208.8,255.98,283.83,308.31,312.81,DFMFOODS
Change in Inventory,2.51,0.2,0.23,0.53,0.3,0.48,0.23,-0.1,2.98,0.93,DFMFOODS
Power and Fuel,3.55,5.57,6.09,5.81,6.24,6.03,7.84,9.33,9.44,8.98,DFMFOODS
Other Mfr. Exp,1.16,1.79,2.01,2.01,2.24,1.33,1.66,3.29,5.9,4.14,DFMFOODS
Employee Cost,12.85,18.52,23.11,26.38,33.6,35.06,41.88,46.26,55.35,54.65,DFMFOODS
Selling and admin,18.83,33.04,41.34,43.97,58.73,53.38,62.54,73.27,80.73,83.86,DFMFOODS
Other Expenses,4.96,2.49,2.95,4.84,3.57,5.96,4.58,2.54,9.49,4.91,DFMFOODS
Other Income,2.67,2.66,1.43,-1.91,1.65,4.99,4.11,3.5,6.78,6.92,DFMFOODS
Depreciation,2.38,4.38,5.79,5.91,6.57,7.23,9.97,10.5,11.35,13.18,DFMFOODS
Interest,4.47,9.42,8.49,5.71,5.67,4.49,10.02,10.63,9.92,10.8,DFMFOODS
Profit before tax,15.92,10.04,9.81,17.19,36.5,25.1,35.18,47.37,27.21,38.58,DFMFOODS
Tax,5.56,3.73,2.71,6.18,11.46,6.64,11.87,14.61,2.79,9.88,DFMFOODS
Net profit,10.36,6.31,7.1,11.01,25.04,18.46,23.31,32.76,24.42,28.7,DFMFOODS
