Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,174.92,191.7,208.49,223.26,310.81,304.28,324.95,353.04,376.09,413.06,LINCOLN
Raw Material Cost,107.67,126.28,147.03,141.64,208.04,178.84,170.45,169.75,192.63,199.51,LINCOLN
Change in Inventory,-3.81,-1.18,2.09,-1.93,4.39,6.16,-0.71,-7.33,5.86,-1.35,LINCOLN
Power and Fuel,0.63,1.56,1.65,2.56,3.77,5.82,6.67,7.08,7.57,6.84,LINCOLN
Other Mfr. Exp,6.38,4.68,5.2,8.1,10.76,9.65,11.11,14.58,14.35,13.42,LINCOLN
Employee Cost,15.62,15.97,13.59,15.85,26.73,35.05,47.51,48.4,54.9,56.47,LINCOLN
Selling and admin,25.06,24.76,22.31,28.26,29.57,35.74,39.55,43.25,49.58,52.56,LINCOLN
Other Expenses,2.26,1.33,1.96,1.76,3.33,2.5,2.77,2.06,3.42,1.37,LINCOLN
Other Income,3.18,4.63,1.28,5.29,5.81,2.16,5.58,6.31,12.0,6.58,LINCOLN
Depreciation,1.89,2.08,2.28,2.93,3.21,3.85,4.4,4.92,5.47,5.67,LINCOLN
Interest,7.56,7.16,5.3,6.35,5.54,5.41,4.26,3.84,1.98,1.44,LINCOLN
Profit before tax,7.22,11.33,12.54,19.17,30.06,35.74,43.1,58.14,64.05,81.01,LINCOLN
Tax,2.26,1.51,1.12,4.39,8.31,8.34,10.34,11.51,14.48,20.6,LINCOLN
Net profit,4.97,9.81,11.43,14.77,21.75,27.4,32.76,46.64,49.56,60.41,LINCOLN
