Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1709.62,1735.19,1492.58,1734.08,1972.49,1703.96,2061.03,2651.27,2870.76,2674.12,GESHIP
Raw Material Cost,,,,,,,,,,,GESHIP
Change in Inventory,,,,,,,,,,,GESHIP
Power and Fuel,379.78,492.23,364.4,453.69,263.59,176.72,321.43,583.38,575.95,353.56,GESHIP
Other Mfr. Exp,576.23,218.33,371.62,413.38,407.39,374.95,515.0,688.68,545.37,486.17,GESHIP
Employee Cost,197.47,199.1,205.79,240.93,256.0,314.79,435.42,468.36,443.02,457.69,GESHIP
Selling and admin,40.52,71.1,27.99,29.52,30.45,55.96,65.15,67.25,58.31,66.04,GESHIP
Other Expenses,36.66,323.32,29.61,32.06,44.66,40.32,-130.59,227.36,354.17,-202.44,GESHIP
Other Income,323.28,298.6,287.67,276.43,137.9,520.75,132.26,248.38,219.85,218.73,GESHIP
Depreciation,357.12,363.33,359.17,319.05,287.65,373.6,491.49,509.45,476.74,438.65,GESHIP
Interest,279.78,209.12,212.99,188.58,183.37,246.98,328.2,361.64,317.52,227.31,GESHIP
Profit before tax,165.34,157.26,208.68,333.3,637.28,641.39,167.19,-6.47,319.53,1065.87,GESHIP
Tax,22.0,11.0,4.0,16.0,19.0,40.0,7.0,13.0,38.84,35.74,GESHIP
Net profit,143.34,146.26,204.68,317.3,618.28,601.39,160.19,-19.47,280.69,1030.13,GESHIP
