Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,23.97,30.23,30.23,30.23,35.45,35.45,37.44,37.44,37.44,37.44,GAYAPROJ
Reserves,492.25,595.2,635.74,652.31,810.57,705.55,1085.6,1292.19,904.89,963.01,GAYAPROJ
Borrowings,1210.4,1409.39,1543.09,1778.89,1919.99,2058.22,1944.27,1870.98,1885.63,1967.95,GAYAPROJ
Other Liabilities,678.01,966.01,1109.77,1050.75,1121.21,1678.9,1918.79,2672.32,2757.98,2689.29,GAYAPROJ
Total,2404.63,3000.83,3318.83,3512.18,3887.22,4478.12,4986.1,5872.93,5585.94,5657.69,GAYAPROJ
Net Block,273.94,247.38,229.36,208.12,226.86,309.25,334.97,376.33,394.2,330.08,GAYAPROJ
Capital Work in Progress,11.67,11.67,4.97,,,24.1,,0.46,10.93,22.61,GAYAPROJ
Investments,623.49,768.27,947.5,947.49,1182.21,1056.12,1016.89,1008.84,559.37,562.09,GAYAPROJ
Other Assets,1495.53,1973.51,2137.0,2356.57,2478.15,3088.65,3634.24,4487.3,4621.44,4742.91,GAYAPROJ
Total,2404.63,3000.83,3318.83,3512.18,3887.22,4478.12,4986.1,5872.93,5585.94,5657.69,GAYAPROJ
Receivables,514.28,775.16,940.67,571.83,623.99,754.65,1133.71,1459.72,1278.77,1518.37,GAYAPROJ
Inventory,147.04,224.12,237.53,242.02,154.88,360.05,292.96,357.41,623.78,814.69,GAYAPROJ
Cash & Bank,144.12,198.95,201.35,145.16,180.05,197.01,242.62,326.65,329.21,289.32,GAYAPROJ
No. of Equity Shares,23968242.0,30226994.0,30226994.0,30226994.0,35450380.0,177251900.0,187198685.0,187198685.0,187198685.0,187198685.0,GAYAPROJ
New Bonus Shares,,,,,,,,,,,GAYAPROJ
Face value,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,2.0,GAYAPROJ
