Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,25.8,30.22,34.62,40.78,47.76,56.41,65.28,78.27,90.85,76.02,MOLDTECH
Raw Material Cost,,,,,,,,,,,MOLDTECH
Change in Inventory,0.11,-0.65,-0.12,0.64,1.06,,,,,,MOLDTECH
Power and Fuel,0.41,0.41,0.6,0.64,0.69,1.01,1.11,1.04,1.08,1.06,MOLDTECH
Other Mfr. Exp,0.69,0.88,0.87,1.33,2.11,1.47,1.63,1.48,1.64,2.42,MOLDTECH
Employee Cost,16.07,18.25,20.57,24.49,32.18,38.62,45.39,49.93,59.97,53.04,MOLDTECH
Selling and admin,1.43,2.01,3.25,3.49,4.55,4.03,4.26,4.49,5.67,3.24,MOLDTECH
Other Expenses,0.56,1.0,2.13,1.8,2.49,2.66,2.77,2.64,2.84,1.91,MOLDTECH
Other Income,-1.03,-0.87,-0.28,0.52,4.08,3.43,0.16,1.72,0.52,5.12,MOLDTECH
Depreciation,2.58,2.63,2.52,2.37,1.99,2.52,3.27,3.53,5.45,4.72,MOLDTECH
Interest,1.67,1.44,1.13,1.0,1.29,1.18,0.56,0.68,1.22,0.77,MOLDTECH
Profit before tax,1.47,2.08,3.15,6.82,7.6,8.35,6.45,16.2,13.5,13.98,MOLDTECH
Tax,0.56,0.93,1.18,1.7,1.93,2.33,1.06,4.58,3.05,4.12,MOLDTECH
Net profit,0.9,1.16,1.97,5.12,5.67,6.03,5.39,11.62,10.45,9.86,MOLDTECH
