Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,2.76,4.0,4.0,4.0,4.0,5.45,5.8,11.6,11.6,11.6,JETFREIGHT
Reserves,0.2,0.69,1.22,1.95,2.9,8.13,15.58,14.23,5.66,5.77,JETFREIGHT
Borrowings,9.94,10.8,14.04,14.34,14.86,17.26,29.69,43.32,37.28,31.02,JETFREIGHT
Other Liabilities,7.92,9.74,12.02,15.17,23.27,27.24,24.01,24.44,33.27,45.66,JETFREIGHT
Total,20.82,25.23,31.28,35.46,45.03,58.08,75.08,93.59,87.81,94.05,JETFREIGHT
Net Block,3.36,6.98,6.88,6.49,6.4,11.62,11.72,15.35,14.35,14.36,JETFREIGHT
Capital Work in Progress,,,,,,,,,0.76,,JETFREIGHT
Investments,0.05,0.05,0.05,0.05,0.05,,,0.27,0.27,0.27,JETFREIGHT
Other Assets,17.41,18.2,24.35,28.92,38.58,46.46,63.36,77.97,72.43,79.42,JETFREIGHT
Total,20.82,25.23,31.28,35.46,45.03,58.08,75.08,93.59,87.81,94.05,JETFREIGHT
Receivables,11.42,13.32,18.99,22.22,28.69,35.52,57.45,64.6,51.58,53.75,JETFREIGHT
Inventory,,,,,,,,,,,JETFREIGHT
Cash & Bank,1.9,0.31,0.43,-0.57,2.1,2.28,0.85,2.11,3.44,3.19,JETFREIGHT
No. of Equity Shares,2760000.0,3998500.0,3998500.0,3998500.0,39984729.0,5450473.0,5800473.0,11600946.0,11600946.0,11600946.0,JETFREIGHT
New Bonus Shares,,,,,,,,5800473.0,5800473.0,5800473.0,JETFREIGHT
Face value,10.0,10.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,JETFREIGHT
