Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,146.0,211.27,269.06,300.48,349.58,387.34,426.52,448.82,347.53,17.79,UFO
Raw Material Cost,,,18.66,,,,21.46,19.51,13.31,1.89,UFO
Change in Inventory,,,,,1.57,,-0.8,-0.83,-0.23,0.25,UFO
Power and Fuel,0.99,1.16,1.25,1.52,1.54,1.77,2.19,2.22,2.24,1.11,UFO
Other Mfr. Exp,42.32,52.8,62.87,97.72,118.02,128.91,116.98,143.5,109.3,24.01,UFO
Employee Cost,25.69,34.97,41.63,44.48,54.26,66.16,72.97,81.59,74.48,41.97,UFO
Selling and admin,29.75,36.35,38.93,38.95,44.69,53.14,63.17,70.3,59.03,18.93,UFO
Other Expenses,3.61,4.11,6.81,7.45,6.04,8.15,10.09,12.88,9.64,19.92,UFO
Other Income,6.92,3.32,2.21,3.98,14.36,17.21,37.39,9.83,95.6,13.01,UFO
Depreciation,34.18,46.65,54.64,59.44,58.77,61.49,61.66,60.68,61.28,56.74,UFO
Interest,7.95,13.37,15.42,15.07,9.77,8.03,6.08,14.29,10.06,12.3,UFO
Profit before tax,8.43,25.18,31.06,39.83,72.42,76.9,108.51,52.85,103.56,-145.82,UFO
Tax,,,-3.88,14.29,21.43,22.53,26.63,23.48,2.24,-33.18,UFO
Net profit,8.43,25.18,34.94,25.54,50.99,54.37,81.88,29.37,101.32,-112.64,UFO
