Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,512.4,564.98,612.47,650.39,785.82,912.33,903.71,975.89,882.82,826.99,SIGIND
Raw Material Cost,457.34,475.49,503.1,568.0,657.82,826.34,788.62,848.68,733.34,715.83,SIGIND
Change in Inventory,11.36,-2.22,-1.67,24.75,-5.04,26.82,14.84,17.56,2.71,28.11,SIGIND
Power and Fuel,4.25,4.93,5.73,6.13,6.96,8.21,9.69,13.12,14.95,13.6,SIGIND
Other Mfr. Exp,2.36,3.0,4.35,3.54,4.21,5.45,3.95,6.21,5.19,5.68,SIGIND
Employee Cost,5.95,7.65,9.66,12.3,13.66,15.74,19.33,23.92,22.18,22.05,SIGIND
Selling and admin,9.76,15.93,20.15,29.35,32.43,16.35,22.12,24.84,31.38,30.61,SIGIND
Other Expenses,5.9,3.27,3.87,-1.17,-1.23,3.88,4.99,5.49,11.33,4.81,SIGIND
Other Income,2.98,8.95,8.41,7.85,2.98,4.48,3.54,2.16,2.27,3.46,SIGIND
Depreciation,4.52,6.06,6.44,6.45,6.56,6.59,6.61,7.3,7.88,7.93,SIGIND
Interest,28.61,37.81,44.69,42.66,40.22,37.88,41.06,44.03,44.42,46.36,SIGIND
Profit before tax,8.05,17.57,21.22,15.73,23.13,23.19,25.72,22.02,17.13,11.69,SIGIND
Tax,4.12,5.64,5.57,4.03,5.72,4.79,7.24,8.29,5.33,-2.26,SIGIND
Net profit,3.93,11.93,15.65,11.7,17.41,18.41,18.47,13.73,11.79,13.95,SIGIND
