Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,47.0,47.0,46.08,46.1,46.1,46.1,46.11,46.11,46.11,46.11,HTMEDIA
Reserves,1263.18,1263.15,1362.48,1455.37,1557.57,1652.25,1734.61,1575.77,1175.05,1097.47,HTMEDIA
Borrowings,308.77,380.96,449.87,270.66,916.78,1008.88,1067.28,1325.95,765.54,758.24,HTMEDIA
Other Liabilities,482.15,525.3,638.43,743.31,711.89,710.42,774.24,758.25,585.95,545.49,HTMEDIA
Total,2101.1,2216.41,2496.86,2515.44,3232.34,3417.65,3622.24,3706.08,2572.65,2447.31,HTMEDIA
Net Block,485.36,448.46,560.34,499.1,767.43,1197.69,1212.44,1133.27,1008.05,892.53,HTMEDIA
Capital Work in Progress,11.04,109.4,22.53,36.98,33.27,33.12,30.39,29.57,29.92,0.85,HTMEDIA
Investments,929.28,872.81,1078.67,1055.41,1652.3,1654.36,1634.05,1719.43,815.16,759.11,HTMEDIA
Other Assets,675.42,785.74,835.32,923.95,779.34,532.48,745.36,823.81,719.52,794.82,HTMEDIA
Total,2101.1,2216.41,2496.86,2515.44,3232.34,3417.65,3622.24,3706.08,2572.65,2447.31,HTMEDIA
Receivables,194.36,194.61,189.93,196.52,241.57,177.05,216.84,244.59,225.98,132.62,HTMEDIA
Inventory,121.28,104.64,192.73,108.86,113.99,107.91,77.16,119.2,95.12,88.02,HTMEDIA
Cash & Bank,80.46,96.83,72.14,115.92,83.82,65.91,80.5,120.25,44.61,46.25,HTMEDIA
No. of Equity Shares,235021035.0,235021000.0,230423000.0,230520000.0,230520024.0,230520024.0,230570024.0,230570024.0,230570024.0,230570024.0,HTMEDIA
New Bonus Shares,,,,,,,,,,,HTMEDIA
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,HTMEDIA
