Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,624.15,549.55,88.67,110.03,211.41,142.87,259.65,2953.34,2652.33,3414.77,IIFL
Raw Material Cost,,,,,,,,,,,IIFL
Change in Inventory,,,,,,,,,,,IIFL
Power and Fuel,9.83,7.03,,,0.01,,,11.43,14.09,8.97,IIFL
Other Mfr. Exp,3.03,124.03,,0.07,0.13,0.01,0.06,344.44,479.38,586.29,IIFL
Employee Cost,207.07,184.71,5.4,2.69,9.05,0.89,9.01,416.73,441.59,407.69,IIFL
Selling and admin,270.2,86.15,0.07,1.2,4.64,0.6,5.6,271.8,215.21,205.03,IIFL
Other Expenses,0.63,6.8,0.52,0.39,0.26,0.5,2.42,15.97,-51.58,203.82,IIFL
Other Income,14.84,0.93,,0.02,-0.45,16.1,9.92,124.55,23.48,74.49,IIFL
Depreciation,31.44,13.29,0.07,0.07,0.09,0.19,1.14,24.11,89.41,90.88,IIFL
Interest,42.06,21.59,,4.4,6.35,,5.05,1370.4,1251.08,1559.08,IIFL
Profit before tax,74.73,106.88,82.61,101.23,190.43,156.78,246.29,623.01,236.63,427.5,IIFL
Tax,11.43,11.07,-15.16,3.01,18.45,,31.6,171.99,87.83,84.92,IIFL
Net profit,63.3,95.81,97.77,98.22,171.98,156.78,214.69,451.03,148.8,342.58,IIFL
