Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,70.7,70.7,85.54,85.54,91.24,91.24,90.34,90.34,90.34,88.34,VRLLOG
Reserves,116.62,108.23,220.86,270.65,422.68,449.99,502.88,555.59,526.53,508.8,VRLLOG
Borrowings,603.41,500.73,505.47,443.35,261.96,184.67,81.17,140.68,454.43,421.76,VRLLOG
Other Liabilities,141.6,285.52,165.81,153.57,165.83,170.78,187.88,191.21,153.91,179.68,VRLLOG
Total,932.33,965.18,977.68,953.11,941.71,896.68,862.27,977.82,1225.21,1198.58,VRLLOG
Net Block,694.57,710.29,740.34,706.86,712.15,693.88,624.96,705.05,990.32,954.35,VRLLOG
Capital Work in Progress,10.02,14.03,14.04,9.07,16.23,1.77,7.64,41.64,4.39,6.08,VRLLOG
Investments,0.13,0.08,0.11,0.11,2.7,0.06,0.06,0.06,0.06,0.05,VRLLOG
Other Assets,227.61,240.78,223.19,237.07,210.63,200.97,229.61,231.07,230.44,238.1,VRLLOG
Total,932.33,965.18,977.68,953.11,941.71,896.68,862.27,977.82,1225.21,1198.58,VRLLOG
Receivables,78.52,85.39,79.96,90.18,73.02,75.42,80.75,79.53,85.63,63.94,VRLLOG
Inventory,8.73,9.68,13.48,15.0,18.33,18.32,24.13,29.8,29.27,39.51,VRLLOG
Cash & Bank,13.6,15.44,15.09,16.61,19.59,12.25,19.35,13.14,13.41,18.45,VRLLOG
No. of Equity Shares,70700000.0,70700000.0,85536000.0,85536000.0,91243495.0,91243495.0,90343495.0,90343495.0,90343495.0,88343495.0,VRLLOG
New Bonus Shares,,,,,,,,,,,VRLLOG
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,VRLLOG
