Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,165.68,218.54,246.29,258.31,227.73,199.65,207.98,248.08,322.55,264.8,TOTAL
Raw Material Cost,,180.15,208.96,221.22,188.14,,,,,,TOTAL
Change in Inventory,,,,,,,,,,,TOTAL
Power and Fuel,0.21,0.25,0.62,1.14,1.1,0.94,0.71,0.43,0.43,0.18,TOTAL
Other Mfr. Exp,0.73,0.67,0.97,1.49,1.08,1.33,1.26,0.91,1.06,0.97,TOTAL
Employee Cost,9.71,21.08,12.99,14.63,13.69,15.02,15.61,19.81,20.36,18.4,TOTAL
Selling and admin,147.0,8.29,9.14,9.58,9.42,167.97,175.39,5.0,4.9,2.82,TOTAL
Other Expenses,3.37,1.0,2.12,1.28,26.01,5.35,4.14,207.66,287.1,236.75,TOTAL
Other Income,2.05,0.21,0.47,0.63,1.18,0.36,0.36,0.1,0.03,0.18,TOTAL
Depreciation,0.74,1.21,1.44,2.15,1.46,1.04,0.86,1.21,1.21,0.85,TOTAL
Interest,0.63,1.9,2.87,3.22,3.95,3.08,1.96,1.68,2.09,2.23,TOTAL
Profit before tax,5.34,4.2,7.65,4.23,-15.94,5.28,8.41,11.48,5.43,2.78,TOTAL
Tax,1.74,1.38,2.93,1.45,-0.13,-0.32,0.39,3.38,1.57,0.77,TOTAL
Net profit,3.6,2.82,4.72,2.79,-15.81,5.59,8.02,8.09,3.86,2.02,TOTAL
