Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1385.25,1702.22,1883.51,1719.5,1774.25,1976.04,2247.98,2352.37,2493.84,1957.24,SHANKARA
Raw Material Cost,1296.01,1595.85,1734.27,1622.16,1695.87,1844.77,2169.98,2196.59,2364.89,1780.74,SHANKARA
Change in Inventory,26.28,46.18,-8.88,0.15,27.43,-1.96,94.48,6.33,45.04,-67.72,SHANKARA
Power and Fuel,1.53,3.22,3.18,0.51,0.55,0.65,1.06,1.56,1.49,0.95,SHANKARA
Other Mfr. Exp,4.5,10.75,8.82,5.22,12.3,11.88,13.9,18.49,19.83,13.36,SHANKARA
Employee Cost,11.51,17.45,18.63,19.98,22.63,25.35,33.09,40.42,41.51,27.28,SHANKARA
Selling and admin,31.28,42.22,40.63,20.66,16.52,22.01,25.95,31.53,19.48,9.99,SHANKARA
Other Expenses,2.21,2.78,3.89,3.12,3.71,6.67,7.52,5.27,9.81,9.99,SHANKARA
Other Income,0.25,0.28,0.45,0.66,0.82,0.89,0.64,3.93,4.12,5.89,SHANKARA
Depreciation,2.27,4.0,3.66,3.58,3.26,4.02,4.98,9.02,18.6,17.38,SHANKARA
Interest,21.04,31.94,38.69,38.63,29.11,29.1,27.45,35.2,31.69,21.75,SHANKARA
Profit before tax,41.43,40.47,23.31,6.45,18.55,30.52,59.17,24.55,35.7,13.97,SHANKARA
Tax,13.65,13.35,3.98,2.19,7.74,11.21,20.92,8.13,8.41,4.0,SHANKARA
Net profit,27.78,27.12,19.34,4.25,10.81,19.3,38.25,16.43,27.28,9.98,SHANKARA
