Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,612.89,715.24,930.3,1245.75,1261.85,1319.56,809.05,1001.99,1462.16,1640.53,BSOFT
Raw Material Cost,,,2.87,84.11,14.1,23.3,,,,,BSOFT
Change in Inventory,,,0.3,-0.28,0.8,-0.66,,,,,BSOFT
Power and Fuel,6.65,5.28,7.57,10.06,12.47,12.18,7.87,8.64,11.46,7.01,BSOFT
Other Mfr. Exp,51.06,54.16,83.43,89.57,88.67,115.51,65.84,79.91,127.07,123.11,BSOFT
Employee Cost,334.01,374.62,462.31,663.68,717.5,796.54,533.22,627.5,943.5,1054.93,BSOFT
Selling and admin,60.06,53.05,79.17,106.68,113.82,94.16,49.31,83.6,75.43,61.1,BSOFT
Other Expenses,26.09,54.41,46.76,51.14,25.4,15.22,22.06,37.76,35.14,38.87,BSOFT
Other Income,15.97,6.29,29.31,22.76,27.69,15.94,116.14,86.61,34.92,11.9,BSOFT
Depreciation,39.57,37.51,39.96,69.43,58.37,71.14,34.76,39.02,69.26,69.94,BSOFT
Interest,4.55,8.21,20.03,22.16,10.64,8.54,3.57,5.38,12.35,10.24,BSOFT
Profit before tax,106.87,134.29,217.81,171.4,249.37,198.25,208.56,206.79,222.87,287.23,BSOFT
Tax,32.2,31.24,48.16,19.36,46.21,28.95,31.01,39.15,82.12,93.67,BSOFT
Net profit,74.67,103.05,169.65,152.04,203.17,169.29,177.55,167.63,140.75,193.56,BSOFT
