Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,533.1,601.16,716.93,823.3,985.35,1014.14,1238.35,1444.0,1376.98,1220.92,FIEMIND
Raw Material Cost,321.92,365.75,431.65,501.12,578.85,607.14,761.88,903.01,816.01,741.93,FIEMIND
Change in Inventory,4.03,-0.1,-6.33,3.26,6.69,20.43,22.87,4.92,-23.95,-12.49,FIEMIND
Power and Fuel,22.54,26.6,31.61,33.33,37.88,41.56,47.33,53.13,49.67,39.2,FIEMIND
Other Mfr. Exp,35.07,38.44,43.2,50.6,67.5,71.95,78.19,78.34,75.35,65.09,FIEMIND
Employee Cost,61.19,70.77,83.81,98.25,126.87,145.7,176.7,195.7,195.52,163.7,FIEMIND
Selling and admin,22.88,27.28,32.87,41.76,53.74,48.98,54.37,61.13,57.86,50.03,FIEMIND
Other Expenses,5.75,2.18,-1.01,-1.05,0.28,1.9,2.03,2.47,1.95,14.7,FIEMIND
Other Income,0.17,0.18,0.67,0.78,1.04,-9.48,7.89,0.99,0.84,0.19,FIEMIND
Depreciation,16.88,18.35,21.79,30.63,33.03,39.23,44.32,48.92,52.72,57.09,FIEMIND
Interest,20.76,12.93,14.44,12.04,15.77,23.24,22.72,22.1,17.67,11.64,FIEMIND
Profit before tax,30.31,38.94,52.91,60.66,79.16,45.39,81.57,85.11,87.12,65.24,FIEMIND
Tax,9.17,11.63,15.52,18.4,21.97,12.57,29.02,29.62,8.19,18.12,FIEMIND
Net profit,21.14,27.31,37.4,42.26,57.18,32.82,52.55,55.49,78.93,47.12,FIEMIND
