Report Date,2012-09-30 00:00:00,2013-06-30 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,20.5,20.5,20.5,23.78,33.23,44.05,44.05,44.05,44.05,44.05,MICEL
Reserves,339.5,324.63,280.16,283.58,177.41,25.01,-186.38,-213.85,-237.79,-104.67,MICEL
Borrowings,136.12,142.55,146.63,161.04,156.62,103.79,117.17,117.17,134.64,32.85,MICEL
Other Liabilities,163.87,118.28,113.86,126.82,118.99,161.65,217.91,222.86,211.24,84.52,MICEL
Total,659.99,605.96,561.15,595.22,486.25,334.5,192.75,170.23,152.14,56.75,MICEL
Net Block,144.75,140.39,135.43,127.5,120.26,92.54,89.8,82.14,74.61,46.33,MICEL
Capital Work in Progress,49.12,49.12,17.24,17.24,17.24,6.65,1.83,1.83,1.83,,MICEL
Investments,5.54,5.54,5.54,2.29,2.29,,,,,,MICEL
Other Assets,460.58,410.91,402.94,448.19,346.46,235.31,101.12,86.26,75.7,10.42,MICEL
Total,659.99,605.96,561.15,595.22,486.25,334.5,192.75,170.23,152.14,56.75,MICEL
Receivables,115.11,111.79,88.35,109.94,94.37,34.04,33.75,19.44,9.51,3.96,MICEL
Inventory,212.01,174.73,181.93,191.95,75.23,113.67,50.56,49.88,49.53,1.89,MICEL
Cash & Bank,3.4,2.18,1.38,2.08,2.39,1.57,1.7,1.77,1.35,1.11,MICEL
No. of Equity Shares,102498275.0,102498275.0,102498275.0,118923275.0,166138123.0,220254319.0,220254319.0,220254319.0,220254319.0,220254319.0,MICEL
New Bonus Shares,,,,,,,,,,,MICEL
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,MICEL
