Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,448.58,479.04,608.28,539.7,525.91,666.15,771.15,871.74,773.3,986.57,SWARAJENG
Raw Material Cost,338.71,367.05,465.69,404.76,396.0,492.92,575.82,665.23,583.16,774.38,SWARAJENG
Change in Inventory,-1.78,2.65,3.43,-4.32,0.28,-2.62,1.5,8.65,-9.31,8.68,SWARAJENG
Power and Fuel,3.32,3.78,5.02,4.51,4.35,5.23,5.57,5.05,4.52,5.46,SWARAJENG
Other Mfr. Exp,10.57,10.41,14.57,12.97,16.92,14.63,17.03,19.95,16.74,16.63,SWARAJENG
Employee Cost,19.41,22.13,27.69,30.83,26.75,30.98,34.77,39.28,41.78,42.89,SWARAJENG
Selling and admin,3.73,6.82,5.18,5.52,5.83,11.1,12.06,12.27,11.94,13.85,SWARAJENG
Other Expenses,2.63,,2.92,2.08,2.58,4.12,5.82,6.96,5.42,6.38,SWARAJENG
Other Income,13.18,15.31,16.33,16.32,16.3,17.21,18.96,15.38,12.78,8.59,SWARAJENG
Depreciation,4.26,7.16,9.12,13.2,13.8,16.28,16.82,19.54,20.13,19.77,SWARAJENG
Interest,0.08,0.15,0.04,0.01,0.05,0.02,1.01,0.09,0.01,,SWARAJENG
Profit before tax,77.27,79.5,97.81,77.82,76.21,105.46,122.71,127.4,93.07,124.48,SWARAJENG
Tax,24.45,24.1,30.81,25.98,24.91,36.63,42.62,44.98,22.03,31.94,SWARAJENG
Net profit,52.82,55.4,67.0,51.84,51.31,68.84,80.1,82.42,71.04,92.54,SWARAJENG
