Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,855.51,667.85,614.93,597.66,637.3,751.03,1086.49,1342.49,1156.2,1227.01,ACE
Raw Material Cost,640.54,474.94,465.26,422.57,442.86,532.82,770.44,1026.7,825.99,883.16,ACE
Change in Inventory,-0.77,-7.77,20.36,-9.42,-1.26,4.22,2.65,47.01,31.5,27.21,ACE
Power and Fuel,3.4,4.11,4.42,4.64,4.48,4.48,5.52,6.6,5.16,4.62,ACE
Other Mfr. Exp,55.23,47.58,27.53,43.43,45.65,35.47,45.45,58.44,56.81,54.35,ACE
Employee Cost,44.52,48.69,46.46,47.14,55.48,59.04,67.6,75.03,85.62,72.09,ACE
Selling and admin,38.0,36.61,30.92,31.23,37.05,61.55,82.92,98.68,95.39,90.01,ACE
Other Expenses,20.56,18.42,21.21,18.27,19.57,22.0,25.07,26.14,26.89,30.65,ACE
Other Income,4.54,5.38,-8.69,11.19,9.47,7.81,7.94,9.71,4.03,15.31,ACE
Depreciation,11.33,13.61,15.27,9.57,11.35,12.07,11.93,11.75,13.01,13.94,ACE
Interest,7.35,10.45,10.41,13.01,14.01,15.96,13.53,11.52,14.66,12.23,ACE
Profit before tax,38.35,11.05,5.12,9.57,15.06,19.67,74.62,84.35,68.2,108.48,ACE
Tax,9.88,3.83,1.09,2.82,6.26,5.21,21.98,28.18,15.56,28.32,ACE
Net profit,28.47,7.21,4.02,6.75,8.81,14.47,52.64,56.16,52.64,80.16,ACE
