Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,4.67,4.67,4.67,4.67,4.67,5.6,5.6,5.6,5.6,5.6,MENONBE
Reserves,26.88,28.39,31.29,38.3,47.27,58.55,71.48,85.03,82.6,93.11,MENONBE
Borrowings,21.53,25.29,19.74,16.65,12.35,21.45,25.28,45.71,38.41,29.17,MENONBE
Other Liabilities,17.28,14.67,18.49,18.68,15.61,16.94,23.33,21.67,22.86,26.91,MENONBE
Total,70.36,73.02,74.19,78.3,79.9,102.54,125.69,158.01,149.47,154.79,MENONBE
Net Block,31.08,36.49,37.74,35.72,35.05,37.17,47.82,55.79,71.95,80.08,MENONBE
Capital Work in Progress,5.84,2.26,0.58,0.41,0.65,3.5,4.54,19.09,10.1,1.11,MENONBE
Investments,0.7,0.34,0.06,0.06,,,,3.42,0.28,1.21,MENONBE
Other Assets,32.74,33.93,35.81,42.11,44.2,61.87,73.33,79.71,67.14,72.39,MENONBE
Total,70.36,73.02,74.19,78.3,79.9,102.54,125.69,158.01,149.47,154.79,MENONBE
Receivables,15.7,17.76,17.89,20.57,25.01,29.24,35.37,39.46,35.52,44.33,MENONBE
Inventory,8.06,8.1,9.08,9.76,11.44,12.37,14.51,16.34,15.63,16.48,MENONBE
Cash & Bank,5.41,5.77,6.63,9.0,5.37,16.94,18.54,19.33,10.86,7.75,MENONBE
No. of Equity Shares,9340000.0,9340000.0,9340000.0,9340000.0,46700000.0,56040000.0,56040000.0,56040000.0,56040000.0,56040000.0,MENONBE
New Bonus Shares,,,,,,,,,,,MENONBE
Face value,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,MENONBE
