Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,30.54,30.54,30.54,30.54,30.54,30.54,30.54,30.54,30.54,30.54,USHAMART
Reserves,1500.33,1514.38,1492.17,1165.9,752.41,425.19,143.01,200.39,584.86,683.82,USHAMART
Borrowings,2404.34,2991.92,3445.77,3684.82,4145.54,4091.38,3803.17,3317.8,349.15,292.58,USHAMART
Other Liabilities,2158.48,2542.71,2701.31,2364.3,1940.17,2209.61,2445.72,2463.98,508.81,468.17,USHAMART
Total,6093.69,7079.55,7669.79,7245.56,6868.66,6756.72,6422.44,6012.71,1473.36,1475.11,USHAMART
Net Block,2908.89,3287.22,5105.06,4883.54,4753.19,4522.72,4324.99,413.98,405.17,383.2,USHAMART
Capital Work in Progress,762.49,1173.61,151.89,49.03,68.01,44.69,29.24,8.77,30.12,37.81,USHAMART
Investments,186.95,182.78,174.78,167.74,153.91,150.65,150.65,150.65,150.65,150.65,USHAMART
Other Assets,2235.36,2435.94,2238.06,2145.25,1893.55,2038.66,1917.56,5439.31,887.42,903.45,USHAMART
Total,6093.69,7079.55,7669.79,7245.56,6868.66,6756.72,6422.44,6012.71,1473.36,1475.11,USHAMART
Receivables,359.71,490.72,361.43,324.93,453.42,544.06,557.64,217.05,181.97,217.18,USHAMART
Inventory,1212.74,1305.65,1163.97,1316.76,978.8,1008.62,872.26,242.96,229.08,254.86,USHAMART
Cash & Bank,253.18,123.11,154.95,39.33,4.0,4.64,22.89,33.86,7.23,9.26,USHAMART
No. of Equity Shares,305419780.0,305419780.0,305419780.0,305419780.0,305441780.0,305441780.0,305441780.0,305441780.0,305441780.0,305441780.0,USHAMART
New Bonus Shares,,,,,,,,,,,USHAMART
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,USHAMART
