Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,,1.84,5.12,6.93,24.9,13.39,18.19,39.21,41.12,46.12,PDSMFL
Raw Material Cost,,,,1.47,12.2,,,0.3,,15.43,PDSMFL
Change in Inventory,,,,,,,,,,,PDSMFL
Power and Fuel,,0.02,0.04,0.04,0.04,0.04,0.55,0.55,0.39,0.34,PDSMFL
Other Mfr. Exp,,0.01,0.63,0.41,0.1,0.15,0.88,1.51,1.34,0.52,PDSMFL
Employee Cost,,1.22,2.53,3.54,6.62,7.69,10.36,23.13,22.74,15.48,PDSMFL
Selling and admin,,0.31,0.95,2.37,3.67,3.7,3.85,7.24,8.48,5.17,PDSMFL
Other Expenses,0.01,0.04,0.14,0.16,1.11,0.31,0.31,2.26,0.42,0.25,PDSMFL
Other Income,,,,0.1,-0.08,0.09,6.81,0.95,0.7,42.09,PDSMFL
Depreciation,,0.02,2.12,0.98,1.19,0.77,2.3,2.54,2.54,2.71,PDSMFL
Interest,,0.06,0.08,0.06,0.29,0.04,2.41,1.97,1.74,2.11,PDSMFL
Profit before tax,-0.01,0.16,-1.37,-2.0,-0.4,0.78,4.34,0.66,4.17,46.2,PDSMFL
Tax,,0.05,-0.42,-0.17,-0.54,0.25,0.61,-0.43,1.5,1.48,PDSMFL
Net profit,-0.01,0.11,-0.95,-1.84,0.14,0.54,3.72,1.09,2.68,44.72,PDSMFL
