Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,841.76,900.67,859.38,870.47,689.77,656.22,563.89,490.68,438.25,381.35,NOVARTIND
Raw Material Cost,333.77,398.29,386.76,349.86,292.88,321.33,214.55,202.6,180.49,135.88,NOVARTIND
Change in Inventory,22.29,26.64,-6.31,-3.05,6.52,15.21,-30.96,3.95,-1.83,-10.74,NOVARTIND
Power and Fuel,2.64,3.57,4.02,4.87,4.43,1.77,2.56,1.79,1.27,0.53,NOVARTIND
Other Mfr. Exp,65.16,82.45,87.57,84.1,57.18,43.69,37.82,38.75,36.19,33.51,NOVARTIND
Employee Cost,131.65,162.3,174.19,200.03,156.66,139.54,144.83,117.41,114.32,108.92,NOVARTIND
Selling and admin,154.64,165.74,174.35,206.1,123.51,126.65,122.2,106.73,79.98,55.32,NOVARTIND
Other Expenses,32.02,24.78,27.48,26.32,27.44,13.41,17.22,15.07,12.1,9.66,NOVARTIND
Other Income,83.73,83.05,95.12,101.31,206.68,71.0,171.83,78.26,36.1,33.09,NOVARTIND
Depreciation,2.67,3.59,3.65,4.01,3.49,3.59,2.53,3.18,13.14,12.16,NOVARTIND
Interest,0.54,0.22,0.27,0.21,0.21,0.72,5.53,1.59,6.39,7.68,NOVARTIND
Profit before tax,224.69,169.42,89.9,93.23,237.17,91.73,157.52,85.77,28.64,40.04,NOVARTIND
Tax,72.67,49.69,-8.63,14.12,38.88,34.51,79.16,34.0,18.56,19.14,NOVARTIND
Net profit,152.02,119.73,98.53,79.11,198.29,57.22,78.36,51.77,10.08,20.9,NOVARTIND
