Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,2.5,2.5,2.5,2.5,2.5,2.5,13.57,13.57,13.57,13.57,DPWIRES
Reserves,13.78,15.25,16.49,18.16,20.34,25.39,51.03,68.45,85.05,109.09,DPWIRES
Borrowings,12.82,20.12,7.25,7.79,23.8,30.47,6.23,22.63,3.05,7.7,DPWIRES
Other Liabilities,10.92,7.12,4.49,21.82,21.85,23.0,25.57,17.02,23.52,23.34,DPWIRES
Total,40.02,44.99,30.73,50.27,68.49,81.36,96.4,121.67,125.19,153.7,DPWIRES
Net Block,6.28,4.87,5.16,5.72,8.27,8.18,7.99,15.74,22.98,22.93,DPWIRES
Capital Work in Progress,,1.24,,,,,,3.38,,,DPWIRES
Investments,,,,,,,,,,,DPWIRES
Other Assets,33.74,38.88,25.57,44.55,60.22,73.18,88.41,102.55,102.21,130.77,DPWIRES
Total,40.02,44.99,30.73,50.27,68.49,81.36,96.4,121.67,125.19,153.7,DPWIRES
Receivables,13.02,21.4,11.93,24.15,26.79,30.8,26.14,45.78,46.37,62.39,DPWIRES
Inventory,7.16,3.86,6.58,10.5,16.06,25.9,25.1,29.95,24.68,25.35,DPWIRES
Cash & Bank,1.87,0.57,0.99,2.49,3.51,1.65,2.76,1.75,12.86,5.27,DPWIRES
No. of Equity Shares,2496000.0,2496000.0,2496000.0,2496000.0,2496000.0,2496000.0,13568000.0,13568000.0,13568000.0,13568000.0,DPWIRES
New Bonus Shares,,,,,,,,,,,DPWIRES
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,DPWIRES
